ano,codigo,estacao,uf,regiao,latitude,longitude,altitude_m,temperaturas_validas,datetime_validos,cobertura_temp,cobertura_temp_pct,observacoes,temperatura_min_c,temperatura_max_c,primeiro_datetime,ultimo_datetime,coordenada_valida,dentro_dominio_era5,flag_temperatura_suspeita,possui_observacoes,elegivel_pareamento,motivo_elegibilidade,deslocamento_max_coord_km,coordenada_suspeita
2003,A507,UBERLANDIA,MG,SE,-18.91722221,-48.25555555,869.0,5038,8760,0.5751141552511415,57.51141552511415,5038.0,9.6,35.6,2003-03-21 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.0308877693870199,False
2003,A508,ALMENARA,MG,SE,-16.16666666,-40.68777777,194.0,8511,8760,0.9715753424657534,97.15753424657534,8511.0,11.6,37.5,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.012050893115197,False
2003,A601,ECOLOGIA AGRICOLA,RJ,SE,-22.8,-43.68333333,33.0,8188,8760,0.9347031963470319,93.47031963470319,8188.0,12.0,39.5,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,4.697063047300639,False
2003,A602,MARAMBAIA,RJ,SE,-23.05,-43.6,9.7,1834,8760,0.2093607305936073,20.93607305936073,1834.0,13.7,39.2,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.4557929581143368,False
2003,A603,XEREM,RJ,SE,-22.58972221,-43.28222221,33.0,6219,8760,0.709931506849315,70.9931506849315,6219.0,10.5,39.0,2003-01-01 00:00:00,2003-09-27 11:00:00,True,True,False,True,True,aprovada,0.0,False
2003,A604,CAMBUCI,RJ,SE,-21.56666666,-41.95,35.0,8396,8760,0.9584474885844749,95.84474885844749,8396.0,9.7,37.8,2003-01-01 00:00:00,2003-12-25 03:00:00,True,True,False,True,True,aprovada,2.4716348499994925,False
2003,A705,BAURU,SP,SE,-22.35805555,-49.02888888,666.0,7789,8760,0.8891552511415525,88.91552511415524,7789.0,6.7,37.6,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.0012838812990109,False
2003,A706,CAMPOS DO JORDAO,SP,SE,-22.75027777,-45.60388888,1642.0,5352,8760,0.6109589041095891,61.09589041095891,5352.0,0.1,27.7,2003-05-13 16:00:00,2003-12-26 14:00:00,True,True,False,True,True,aprovada,0.0075133204713646,False
2003,A707,PRESIDENTE PRUDENTE,SP,SE,-22.11999999,-51.4,435.55,2092,7944,0.2633434038267875,26.33434038267875,2092.0,11.5,35.9,2003-02-04 00:00:00,2003-05-03 06:00:00,True,True,False,True,True,aprovada,0.8898277258167326,False
2003,A708,FRANCA,SP,SE,-20.57999999,-47.37999999,1026.0,2469,8760,0.28184931506849314,28.184931506849313,2469.0,18.3,33.5,2003-01-01 00:00:00,2003-12-31 23:00:00,True,True,False,True,True,aprovada,0.5585348837112163,False
