codigo,anos_validos_tendencia,primeiro_ano_valido,ultimo_ano_valido,amplitude_anos,maior_sequencia_consecutiva,cobertura_calendario_mediana,cobertura_calendario_min,estacao,uf,regiao,coordenada_estavel_5km,rede_tendencia_10a,rede_tendencia_15a,rede_consecutiva_10a,rede_consecutiva_15a
A701,19,2007.0,2025.0,19,19,0.9971461187214612,0.9753424657534246,SAO PAULO - MIRANTE,SP,SE,True,True,True,True,True
A702,0,,,0,0,,,CAMPO GRANDE,MS,CO,False,False,False,False,False
A703,21,2002.0,2025.0,24,20,0.9963470319634703,0.8982876712328767,PONTA PORA,MS,CO,True,True,True,True,True
A704,17,2002.0,2025.0,24,5,0.9976027397260274,0.8002049180327869,TRES LAGOAS,MS,CO,True,True,True,False,False
A705,20,2003.0,2025.0,23,12,0.9989155251141553,0.832648401826484,BAURU,SP,SE,True,True,True,True,False
A706,17,2007.0,2025.0,19,16,0.9984061930783242,0.8320776255707762,CAMPOS DO JORDAO,SP,SE,True,True,True,True,True
A707,21,2005.0,2025.0,21,21,0.9961187214611872,0.8347031963470319,PRESIDENTE PRUDENTE,SP,SE,True,True,True,True,True
A708,18,2004.0,2023.0,20,9,0.9981763230780747,0.961986301369863,FRANCA,SP,SE,True,True,True,False,False
A709,15,2006.0,2025.0,20,10,0.955365296803653,0.8070776255707762,IVINHEMA,MS,CO,True,True,True,True,False
A710,12,2007.0,2025.0,19,7,0.9827625570776256,0.8859289617486339,PARANAIBA,MS,CO,True,True,False,False,False
A711,18,2008.0,2025.0,18,18,0.9985750867080869,0.8082191780821918,SAO CARLOS,SP,SE,True,True,True,True,True
A712,0,,,0,0,,,IGUAPE,SP,SE,False,False,False,False,False
A713,0,,,0,0,,,SOROCABA,SP,SE,False,False,False,False,False
A714,18,2007.0,2025.0,19,13,0.9777397260273972,0.8276255707762558,ITAPEVA,SP,SE,True,True,True,True,False
A715,0,,,0,0,,,SAO MIGUEL ARCANJO,SP,SE,False,False,False,False,False
A716,0,,,0,0,,,OURINHOS,SP,SE,False,False,False,False,False
A717,11,2008.0,2025.0,18,3,0.9954337899543378,0.8574200913242009,NHUMIRIM,MS,CO,True,True,False,False,False
A718,13,2007.0,2025.0,19,4,0.9918949771689498,0.8861872146118721,RANCHARIA,SP,SE,True,True,False,False,False
A719,13,2007.0,2025.0,19,7,0.9921232876712329,0.8133561643835616,AQUIDAUANA,MS,CO,True,True,False,False,False
A720,16,2007.0,2025.0,19,9,0.989453427152731,0.8594748858447488,COXIM,MS,CO,True,True,True,False,False
A721,15,2007.0,2025.0,19,9,0.995662100456621,0.8450913242009133,DOURADOS,MS,CO,True,True,True,False,False
A722,12,2007.0,2025.0,19,4,0.9877426578835742,0.9260273972602739,MIRANDA,MS,CO,True,True,False,False,False
A723,14,2007.0,2025.0,19,12,0.9568274820969633,0.8428082191780822,PORTO MURTINHO,MS,CO,True,True,False,True,False
A724,12,2007.0,2025.0,19,4,0.9854603326097262,0.8633561643835617,CORUMBA,MS,CO,True,True,False,False,False
A725,12,2007.0,2024.0,18,4,0.9825913242009132,0.8309360730593607,AVARE,SP,SE,True,True,False,False,False
A726,15,2007.0,2024.0,18,9,0.9839041095890411,0.8089041095890411,PIRACICABA,SP,SE,True,True,True,False,False
A727,16,2007.0,2024.0,18,14,0.9904898695012101,0.8202413479052824,LINS,SP,SE,True,True,True,True,False
A728,16,2007.0,2025.0,19,12,0.9580479452054795,0.8087899543378996,TAUBATE,SP,SE,True,True,True,True,False
A729,13,2007.0,2021.0,15,7,0.9986338797814208,0.8004566210045662,VOTUPORANGA,SP,SE,True,True,False,False,False
A730,13,2007.0,2023.0,17,10,0.9941780821917808,0.8344717668488161,CHAPADAO DO SUL,MS,CO,True,True,False,True,False
A731,14,2007.0,2025.0,19,9,0.9656392694063927,0.8448630136986301,MARACAJU,MS,CO,True,True,False,False,False
A732,14,2007.0,2024.0,18,5,0.9587325648127354,0.8210045662100457,SAO GABRIEL DO OESTE,MS,CO,True,True,False,False,False
A733,12,2008.0,2025.0,18,7,0.997716894977169,0.9042577413479053,JALES,SP,SE,True,True,False,False,False
A734,16,2008.0,2025.0,18,12,0.9883561643835617,0.8054417122040073,VALPARAISO,SP,SE,True,True,True,True,False
A735,13,2008.0,2022.0,15,12,0.9972602739726028,0.8246575342465754,JOSE BONIFACIO,SP,SE,True,True,False,True,False
A736,15,2008.0,2025.0,18,12,0.9685792349726776,0.8450913242009133,ARIRANHA,SP,SE,True,True,True,True,False
A737,0,,,0,0,,,IBITINGA,SP,SE,False,False,False,False,False
A738,15,2008.0,2025.0,18,7,0.9786529680365297,0.8713470319634703,CASA BRANCA,SP,SE,True,True,True,False,False
A739,15,2008.0,2025.0,18,12,0.9606164383561644,0.853310502283105,ITAPIRA,SP,SE,True,True,True,True,False
A740,15,2008.0,2023.0,16,13,0.9961187214611872,0.8323059360730594,SAO LUIS DO PARAITINGA,SP,SE,True,True,True,True,False
A741,0,,,0,0,,,BARRA BONITA,SP,SE,False,False,False,False,False
A742,13,2011.0,2025.0,15,11,0.9861872146118722,0.8539954337899544,CASSILANDIA,MS,CO,True,True,False,True,False
A743,17,2009.0,2025.0,17,17,0.9986301369863013,0.9186073059360731,RIO BRILHANTE,MS,CO,True,True,True,True,True
A744,0,,,0,0,,,BRAGANCA PAULISTA,SP,SE,False,False,False,False,False
A746,13,2010.0,2025.0,16,10,0.9988615664845173,0.8245433789954338,BARRA DO TURVO,SP,SE,True,True,False,True,False
A747,17,2009.0,2025.0,17,17,0.9974885844748859,0.83162100456621,PRADOPOLIS,SP,SE,True,True,True,True,True
A748,11,2011.0,2023.0,13,10,0.9998858447488584,0.9339041095890411,BARRETOS,SP,SE,True,True,False,True,False
A749,13,2009.0,2024.0,16,11,0.9996584699453552,0.8533697632058288,JUTI,MS,CO,True,True,False,True,False
A750,15,2009.0,2025.0,17,12,0.9676940639269407,0.8315068493150685,AMAMBAI,MS,CO,True,True,True,True,False
A751,14,2009.0,2025.0,17,11,0.979851598173516,0.8426940639269407,SETE QUEDAS,MS,CO,True,True,False,True,False
A752,13,2011.0,2025.0,15,10,0.9601598173515982,0.807035519125683,ITAQUIRAI,MS,CO,True,True,False,True,False
A753,15,2010.0,2025.0,16,11,0.9982923497267759,0.8480593607305936,ITUVERAVA,SP,SE,True,True,True,True,False
A754,15,2009.0,2025.0,17,8,0.9984018264840183,0.8507990867579909,SIDROLANDIA,MS,CO,True,True,True,False,False
A755,14,2012.0,2025.0,14,14,0.993607305936073,0.8046803652968036,BARUERI,SP,SE,True,True,False,True,False
A756,14,2011.0,2025.0,15,8,0.999486769219253,0.8470319634703196,AGUA CLARA,MS,CO,True,True,False,False,False
A757,8,2012.0,2019.0,8,8,0.9976598173515983,0.8412100456621004,BELA VISTA,MS,CO,True,False,False,False,False
A758,9,2012.0,2024.0,13,4,0.9784246575342466,0.8756849315068493,JARDIM,MS,CO,True,False,False,False,False
A759,9,2014.0,2025.0,12,6,1.0,0.9180365296803653,BATAGUASSU,MS,CO,True,False,False,False,False
A760,0,,,0,0,,,COSTA RICA,MS,CO,False,False,False,False,False
A761,0,,,0,0,,,SONORA,MS,CO,False,False,False,False,False
A762,6,2017.0,2023.0,7,3,0.9986872146118722,0.8351598173515982,DRACENA,SP,SE,True,False,False,False,False
A763,8,2018.0,2025.0,8,8,0.9992009132420092,0.8599315068493151,MARILIA,SP,SE,True,False,False,False,False
A764,6,2017.0,2025.0,9,3,0.9695334917783267,0.8136986301369863,BEBDOURO,SP,SE,True,False,False,False,False
A765,7,2017.0,2025.0,9,4,0.9974885844748859,0.8376712328767123,BERTIOGA,SP,SE,True,False,False,False,False
A766,6,2017.0,2024.0,8,3,0.9177511415525115,0.8021402550091075,REGISTRO,SP,SE,True,False,False,False,False
A767,2,2018.0,2019.0,2,2,1.0,1.0,SAO SEBASTIAO,SP,SE,True,False,False,False,False
A768,8,2018.0,2025.0,8,8,0.9578211942011627,0.8998858447488585,TUPA,SP,SE,True,False,False,False,False
A769,6,2018.0,2024.0,7,3,0.9720829590538214,0.82433970856102,CACHOEIRA PAULISTA,SP,SE,True,False,False,False,False
A770,6,2020.0,2025.0,6,6,0.9817922374429224,0.9633424408014571,SAO SIMAO,SP,SE,True,False,False,False,False
A771,7,2019.0,2025.0,7,7,0.9995433789954338,0.8882058287795993,SAO PAULO - INTERLAGOS,SP,SE,True,False,False,False,False
A801,25,2001.0,2025.0,25,25,0.9899543378995433,0.8388127853881279,PORTO ALEGRE,RS,S,True,True,True,True,True
A802,0,,,0,0,,,RIO GRANDE,RS,S,False,False,False,False,False
A803,24,2002.0,2025.0,24,24,0.9834145831773835,0.8151183970856102,SANTA MARIA,RS,S,True,True,True,True,True
A804,0,,,0,0,,,SANTANA DO LIVRAMENTO,RS,S,False,False,False,False,False
A805,20,2002.0,2025.0,24,10,0.9813639993013449,0.8110730593607306,SANTO AUGUSTO,RS,S,True,True,True,True,False
A806,18,2006.0,2023.0,18,18,0.9982876712328768,0.8789954337899544,FLORIANOPOLIS,SC,S,True,True,True,True,True
A807,16,2007.0,2025.0,19,11,0.9756044614117823,0.8908242258652095,CURITIBA,PR,S,True,True,True,True,False
A808,16,2007.0,2023.0,17,10,0.9847278364149012,0.8385701275045537,TORRES,RS,S,True,True,True,True,False
A809,17,2007.0,2024.0,18,9,0.9912100456621005,0.9008424408014571,URUGUAIANA,RS,S,True,True,True,False,False
A810,15,2007.0,2023.0,17,8,0.9569634703196347,0.8351548269581056,SANTA ROSA,RS,S,True,True,True,False,False
A811,18,2007.0,2025.0,19,13,0.998458904109589,0.8208105646630237,CANGUCU,RS,S,True,True,True,True,False
A812,19,2007.0,2025.0,19,19,0.9844748858447488,0.8276255707762558,CACAPAVA DO SUL,RS,S,True,True,True,True,True
A813,18,2007.0,2025.0,19,10,0.9856164383561644,0.8235159817351598,RIO PARDO,RS,S,True,True,True,True,False
A814,14,2009.0,2024.0,16,8,0.9796368553035406,0.8976548269581056,URUSSANGA,SC,S,True,True,False,False,False
A815,16,2009.0,2024.0,16,16,0.998458904109589,0.8730593607305936,SAO JOAQUIM,SC,S,True,True,True,True,True
A816,13,2009.0,2024.0,16,11,0.9957762557077625,0.8278538812785388,NOVO HORIZONTE,SC,S,True,True,False,True,False
A817,16,2007.0,2024.0,18,14,0.9874603887516531,0.8027397260273973,INDAIAL,SC,S,True,True,True,True,False
A818,16,2007.0,2025.0,19,15,0.9824200913242009,0.804337899543379,IVAI,PR,S,True,True,True,True,True
A819,14,2007.0,2020.0,14,14,0.9948630136986302,0.8575819672131147,CASTRO,PR,S,True,True,False,True,False
A820,17,2007.0,2025.0,19,8,0.995662100456621,0.9069634703196348,MAL. CANDIDO RONDON,PR,S,True,True,True,False,False
A821,15,2007.0,2025.0,19,14,0.9949771689497717,0.8007990867579908,JOAQUIM TAVORA,PR,S,True,True,True,True,False
A822,14,2007.0,2025.0,19,9,0.9296803652968038,0.8176940639269407,NOVA TEBAS,PR,S,True,True,False,False,False
A823,17,2007.0,2024.0,18,10,0.9776255707762557,0.8067351598173516,INACIO MARTINS,PR,S,True,True,True,True,False
A824,10,2007.0,2018.0,12,8,0.971047920253512,0.8648401826484018,ICARAIMA,PR,S,True,True,False,False,False
A825,3,2022.0,2024.0,3,3,0.9792805100182149,0.8636986301369863,GOIOERE,PR,S,True,False,False,False,False
A826,18,2007.0,2025.0,19,10,0.981386612021858,0.8126712328767123,ALEGRETE,RS,S,True,True,True,True,False
A827,18,2007.0,2025.0,19,9,0.98483887267011,0.886986301369863,BAGE,RS,S,True,True,True,False,False
A828,17,2007.0,2025.0,19,15,0.9628995433789954,0.8642987249544627,ERECHIM,RS,S,True,True,True,True,True
A829,16,2007.0,2023.0,17,9,0.9834474885844748,0.8595890410958904,SAO JOSE DOS AUSENTES,RS,S,True,True,True,False,False
A830,14,2008.0,2025.0,18,8,0.967579908675799,0.8886612021857924,SAO BORJA,RS,S,True,True,False,False,False
A831,17,2008.0,2025.0,18,10,0.9933789954337899,0.8712328767123287,QUARAI,RS,S,True,True,True,True,False
A832,16,2008.0,2025.0,18,8,0.9975456621004566,0.8318493150684931,SAO GABRIEL,RS,S,True,True,True,False,False
A833,15,2009.0,2025.0,17,11,0.9845890410958904,0.8575342465753425,SANTIAGO,RS,S,True,True,True,True,False
A834,15,2008.0,2023.0,16,14,0.9878187613843351,0.8117030965391621,TRAMANDAI,RS,S,True,True,True,True,False
A835,16,2007.0,2024.0,18,14,0.9963470319634704,0.8409817351598173,MARINGA,PR,S,True,True,True,True,False
A836,18,2007.0,2025.0,19,10,0.9791884996381964,0.8058219178082192,JAGUARAO,RS,S,True,True,True,True,False
A837,16,2008.0,2025.0,18,9,0.9981164383561644,0.8318533697632058,SOLEDADE,RS,S,True,True,True,False,False
A838,18,2007.0,2025.0,19,13,0.9577054794520548,0.8102739726027397,CAMAQUA,RS,S,True,True,True,True,False
A839,18,2007.0,2024.0,18,18,0.9974315068493151,0.91837899543379,PASSO FUNDO,RS,S,True,True,True,True,True
A840,17,2007.0,2024.0,18,9,0.9942922374429224,0.8550774134790529,BENTO GONCALVES,RS,S,True,True,True,False,False
A841,15,2008.0,2023.0,16,8,0.9969178082191781,0.8974885844748859,JOACABA,SC,S,True,True,True,False,False
A842,11,2007.0,2019.0,13,5,0.9131278538812785,0.8515981735159818,NOVA FATIMA,PR,S,True,True,False,False,False
A843,13,2008.0,2025.0,18,4,0.9865296803652968,0.8726027397260274,DOIS VIZINHOS,PR,S,True,True,False,False,False
A844,18,2007.0,2025.0,19,10,0.9900836202809591,0.8223744292237443,LAGOA VERMELHA,RS,S,True,True,True,True,False
A845,15,2008.0,2024.0,17,6,0.9952054794520548,0.9462659380692168,BOM JARDIM DA SERRA - MORRO DA IGREJA,SC,S,True,True,True,False,False
A846,12,2009.0,2024.0,16,6,0.9634132420091324,0.8828551912568307,FOZ DO IGUACU,PR,S,True,True,False,False,False
A847,7,2008.0,2017.0,10,2,0.9682377049180327,0.8988584474885845,ILHA DO MEL,PR,S,True,False,False,False,False
A848,13,2009.0,2024.0,16,9,0.9942922374429224,0.830365296803653,DIONISIO CERQUEIRA,SC,S,True,True,False,False,False
A849,13,2008.0,2025.0,18,7,0.9953196347031964,0.8021402550091075,DIAMANTE DO NORTE,PR,S,True,True,False,False,False
A850,0,,,0,0,,,PARANAPOEMA,PR,S,False,False,False,False,False
A851,14,2008.0,2024.0,17,7,0.9738097911520323,0.8070776255707762,ITAPOA,SC,S,True,True,False,False,False
A852,15,2008.0,2025.0,18,6,0.9858447488584475,0.8132420091324201,SAO LUIZ GONZAGA,RS,S,True,True,True,False,False
A853,17,2008.0,2024.0,17,17,0.9974954462659381,0.8122146118721462,CRUZ ALTA,RS,S,True,True,True,True,True
A854,18,2008.0,2025.0,18,18,0.9921915936821618,0.8728310502283105,FREDERICO WESTPHALEN,RS,S,True,True,True,True,True
A855,15,2009.0,2025.0,17,12,0.9621004566210045,0.8157534246575342,PLANALTO,PR,S,True,True,True,True,False
A856,15,2008.0,2024.0,17,10,0.9968036529680365,0.8176229508196722,PALMEIRA DAS MISSOES,RS,S,True,True,True,True,False
A857,12,2009.0,2022.0,14,6,0.9972602739726028,0.8743150684931507,SAO MIGUEL DO OESTE,SC,S,True,True,False,False,False
A858,15,2009.0,2025.0,17,9,0.9888127853881279,0.834931506849315,XANXERE,SC,S,True,True,True,False,False
A859,15,2009.0,2023.0,15,15,0.9934931506849315,0.8595890410958904,CACADOR,SC,S,True,True,True,True,True
A860,17,2008.0,2025.0,18,14,0.9996575342465753,0.8311643835616438,CURITIBANOS,SC,S,True,True,True,True,False
A861,10,2009.0,2025.0,17,6,0.9972602739726028,0.9412100456621004,RIO DO CAMPO,SC,S,True,True,False,False,False
A862,16,2009.0,2025.0,17,13,0.9754399343763256,0.8114155251141553,RIO NEGRINHO,SC,S,True,True,True,True,False
A863,16,2009.0,2025.0,17,12,0.9973744292237443,0.8275114155251142,ITUPORANGA,SC,S,True,True,True,True,False
A864,15,2009.0,2025.0,17,12,0.9982876712328768,0.8635844748858448,MAJOR VIEIRA,SC,S,True,True,True,True,False
A865,8,2015.0,2025.0,11,5,0.9991444594156249,0.8861872146118721,LAGES,SC,S,True,False,False,False,False
A866,12,2009.0,2024.0,16,6,0.9902512663123488,0.8261612021857924,Laguna  - Farol de Santa Marta,SC,S,True,True,False,False,False
A867,16,2009.0,2025.0,17,8,0.9982330888040523,0.9127853881278539,ARARANGUA,SC,S,True,True,True,False,False
A868,14,2011.0,2025.0,15,10,0.9980022831050228,0.8278688524590164,ITAJAI,SC,S,True,True,False,True,False
A869,14,2008.0,2025.0,18,9,0.8967465753424657,0.8051001821493625,CIDADE GAUCHA,PR,S,True,True,False,False,False
A870,7,2017.0,2025.0,9,3,1.0,0.8876712328767123,RANCHO QUEIMADO,SC,S,True,False,False,False,False
A871,15,2009.0,2025.0,17,12,0.9986301369863013,0.8845890410958904,JAPIRA,PR,S,True,True,True,True,False
A872,0,,,0,0,,,VENTANIA,PR,S,False,False,False,False,False
A873,16,2009.0,2025.0,17,13,0.9958333333333333,0.8216894977168949,MORRETES,PR,S,True,True,True,True,False
A874,11,2012.0,2025.0,14,6,0.9945205479452055,0.9690639269406393,SAO MATEUS DO SUL,PR,S,True,True,False,False,False
A875,15,2009.0,2025.0,17,10,0.9587899543378996,0.8264840182648402,GENERAL CARNEIRO,PR,S,True,True,True,True,False
A876,16,2009.0,2025.0,17,13,0.9976027397260274,0.8263698630136986,CLEVELANDIA,PR,S,True,True,True,True,False
A878,11,2009.0,2023.0,15,10,0.9919171220400729,0.827054794520548,MOSTARDAS,RS,S,True,True,False,True,False
A879,15,2009.0,2024.0,16,13,0.9985200364298725,0.8488584474885845,CANELA,RS,S,True,True,True,True,False
A880,17,2009.0,2025.0,17,17,0.9988584474885844,0.866324200913242,VACARIA,RS,S,True,True,True,True,True
A881,11,2011.0,2025.0,15,5,0.9802511415525114,0.8950364298724954,DOM PEDRITO,RS,S,True,True,False,False,False
A882,12,2013.0,2024.0,12,12,0.996404109589041,0.8756830601092896,TEUTONIA,RS,S,True,True,False,True,False
A883,12,2013.0,2024.0,12,12,0.9832191780821917,0.8803652968036529,IBIRUBA,RS,S,True,True,False,True,False
A884,11,2014.0,2024.0,11,11,0.9980593607305936,0.9865296803652968,CAMPO BOM,RS,S,True,True,False,True,False
A886,0,,,0,0,,,TUPANCIRETA,RS,S,False,False,False,False,False
A887,6,2020.0,2025.0,6,6,0.9914480250517753,0.8321917808219178,CAPAO DO LEAO (PELOTAS),RS,S,True,False,False,False,False
A889,7,2017.0,2024.0,8,4,0.9829908675799087,0.838013698630137,SAO VICENTE DO SUL,RS,S,True,False,False,False,False
A893,6,2019.0,2025.0,7,4,0.9684931506849315,0.8397085610200364,ENCRUZILHADA DO SUL,RS,S,True,False,False,False,False
A894,8,2017.0,2025.0,9,4,0.9920832085734961,0.9127853881278539,SERAFINA CORREA,RS,S,True,False,False,False,False
A895,0,,,0,0,,,CHAPECO,SC,S,False,False,False,False,False
A897,9,2017.0,2025.0,9,9,0.9895264116575592,0.9351598173515981,CAMBARA DO SUL,RS,S,True,False,False,False,False
A898,7,2019.0,2025.0,7,7,0.9743852459016393,0.872716894977169,CAMPOS NOVOS,SC,S,True,False,False,False,False
A899,14,2009.0,2025.0,17,8,0.9927511415525114,0.8368721461187215,Santa Vitoria do Palmar - Barra do Chui,RS,S,True,True,False,False,False
A901,0,,,0,0,,,CUIABA,MT,CO,False,False,False,False,False
A902,16,2004.0,2025.0,22,5,0.9285958904109589,0.8215753424657535,TANGARA DA SERRA,MT,CO,True,True,True,False,False
A903,14,2003.0,2025.0,23,4,0.9749065860718118,0.8208904109589041,S.J. DO RIO CLARO,MT,CO,True,True,False,False,False
A904,16,2003.0,2025.0,23,6,0.9906392694063927,0.8144353369763205,SORRISO,MT,CO,True,True,True,False,False
A905,13,2003.0,2020.0,18,6,0.9302511415525114,0.8273972602739726,CAMPO NOVO DOS PARECIS,MT,CO,True,True,False,False,False
A906,14,2003.0,2024.0,22,4,0.9973209384434962,0.8687386156648452,GUARANTA DO NORTE,MT,CO,True,True,False,False,False
A907,17,2004.0,2025.0,22,10,0.997716894977169,0.8012557077625571,RONDONOPOLIS,MT,CO,True,True,True,True,False
A908,12,2007.0,2025.0,19,7,0.9962328767123287,0.8002283105022832,AGUA BOA,MT,CO,True,True,False,False,False
A909,12,2012.0,2025.0,14,7,0.9388698630136987,0.8019406392694064,ALTO ARAGUAIA,MT,CO,True,True,False,False,False
A910,9,2007.0,2023.0,17,4,0.9685792349726776,0.8490867579908675,APIACAS,MT,CO,True,False,False,False,False
A911,0,,,0,0,,,SAPEZAL,MT,CO,False,False,False,False,False
