ano,codigo,estacao,regiao,uf,latitude,longitude,altitude_m,data_fundacao,arquivo_origem,linhas_total,datetime_validos,temperaturas_validas,duplicados_datetime,primeiro_datetime_utc,ultimo_datetime_utc,distancia_ref_km,latitude_referencia,longitude_referencia
2019,A232,,,PA,-1.880789,-55.519856,89.64,05/07/12,2019/INMET_N_PA_A232_OBIDOS_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,404.5297895094936,-3.623333325,-52.32249999
2020,A232,OBIDOS,N,PA,-1.880789,-55.519856,89.64,05/07/12,INMET_N_PA_A232_OBIDOS_01-01-2020_A_31-12-2020.CSV,8784,8784,8784,0,2020-01-01T00:00:00,2020-12-31T23:00:00,404.5297895094936,-3.623333325,-52.32249999
2021,A232,OBIDOS,N,PA,-1.88083332,-55.51972221,89.64,05/07/12,INMET_N_PA_A232_OBIDOS_01-01-2021_A_31-12-2021.CSV,8760,8760,2279,0,2021-01-01T00:00:00,2021-12-31T23:00:00,404.51438019858494,-3.623333325,-52.32249999
2022,A232,OBIDOS,N,PA,-1.88083332,-55.51972221,89.64,05/07/12,INMET_N_PA_A232_OBIDOS_01-01-2022_A_31-12-2022.CSV,8760,8760,4999,0,2022-01-01T00:00:00,2022-12-31T23:00:00,404.51438019858494,-3.623333325,-52.32249999
2023,A232,OBIDOS,N,PA,-1.88083332,-55.51972221,89.64,05/07/12,INMET_N_PA_A232_OBIDOS_01-01-2023_A_31-12-2023.CSV,8760,8760,8756,0,2023-01-01T00:00:00,2023-12-31T23:00:00,404.51438019858494,-3.623333325,-52.32249999
2024,A232,OBIDOS,N,PA,-1.88083332,-55.51972221,89.64,05/07/12,INMET_N_PA_A232_OBIDOS_01-01-2024_A_31-12-2024.CSV,8784,8784,8781,0,2024-01-01T00:00:00,2024-12-31T23:00:00,404.51438019858494,-3.623333325,-52.32249999
2025,A232,OBIDOS,N,PA,-1.88083332,-55.51972221,89.64,05/07/12,2025/INMET_N_PA_A232_OBIDOS_01-01-2025_A_31-12-2025.CSV,8760,8760,1316,0,2025-01-01T00:00:00,2025-12-31T23:00:00,404.51438019858494,-3.623333325,-52.32249999
2009,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2009/INMET_N_PA_A240_MARABA_25-06-2009_A_31-12-2009.CSV,4560,4560,4406,0,2009-06-25T00:00:00,2009-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2010,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2010/INMET_N_PA_A240_MARABA_01-01-2010_A_31-12-2010.CSV,8760,8760,7149,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2011,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2011/INMET_N_PA_A240_MARABA_01-01-2011_A_31-12-2011.CSV,8760,8760,8753,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2012,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2012/INMET_N_PA_A240_MARABA_01-01-2012_A_31-12-2012.CSV,8784,8784,8781,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2013,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2013/INMET_N_PA_A240_MARABA_01-01-2013_A_31-12-2013.CSV,8760,8760,8746,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2014,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2014/INMET_N_PA_A240_MARABA_01-01-2014_A_31-12-2014.CSV,8760,8760,8759,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2015,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2015/INMET_N_PA_A240_MARABA_01-01-2015_A_31-12-2015.CSV,8760,8760,8759,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2016,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2016/INMET_N_PA_A240_MARABA_01-01-2016_A_31-12-2016.CSV,8784,8784,7320,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2017,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2017/INMET_N_PA_A240_MARABA_01-01-2017_A_31-12-2017.CSV,8760,8760,8569,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2018,A240,MARABA,N,PA,-5.16722221,-49.37916666,116.0,2009-06-25,2018/INMET_N_PA_A240_MARABA_01-01-2018_A_31-12-2018.CSV,8760,8760,5773,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-5.16722221,-49.37916666
2019,A240,,,PA,-5.366447,-49.051166,116.58,25/06/09,2019/INMET_N_PA_A240_MARABA_01-01-2019_A_31-12-2019.CSV,8760,8760,8740,0,2019-01-01T00:00:00,2019-12-31T23:00:00,42.54113812353613,-5.16722221,-49.37916666
2020,A240,MARABA,N,PA,-5.366447,-49.051166,116.58,25/06/09,INMET_N_PA_A240_MARABA_01-01-2020_A_31-12-2020.CSV,8784,8784,5471,0,2020-01-01T00:00:00,2020-12-31T23:00:00,42.54113812353613,-5.16722221,-49.37916666
2021,A240,MARABA,N,PA,-5.36638888,-49.05111111,116.58,25/06/09,INMET_N_PA_A240_MARABA_01-01-2021_A_31-12-2021.CSV,8760,8760,4122,0,2021-01-01T00:00:00,2021-12-31T23:00:00,42.542963765158675,-5.16722221,-49.37916666
2022,A240,MARABA,N,PA,-5.36638888,-49.05111111,116.58,25/06/09,INMET_N_PA_A240_MARABA_01-01-2022_A_31-12-2022.CSV,8760,8760,0,0,2022-01-01T00:00:00,2022-12-31T23:00:00,42.542963765158675,-5.16722221,-49.37916666
2023,A240,MARABA,N,PA,-5.36638888,-49.05111111,116.58,25/06/09,INMET_N_PA_A240_MARABA_01-01-2023_A_31-12-2023.CSV,8760,8760,0,0,2023-01-01T00:00:00,2023-12-31T23:00:00,42.542963765158675,-5.16722221,-49.37916666
2024,A240,MARABA,N,PA,-5.36638888,-49.05111111,116.58,25/06/09,INMET_N_PA_A240_MARABA_01-01-2024_A_31-12-2024.CSV,8784,8784,0,0,2024-01-01T00:00:00,2024-12-31T23:00:00,42.542963765158675,-5.16722221,-49.37916666
2025,A240,MARABA,N,PA,-5.36638888,-49.05111111,116.58,25/06/09,2025/INMET_N_PA_A240_MARABA_01-01-2025_A_31-12-2025.CSV,8760,8760,0,0,2025-01-01T00:00:00,2025-12-31T23:00:00,42.542963765158675,-5.16722221,-49.37916666
2008,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2008/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_04-09-2008_A_31-12-2008.CSV,2856,2856,2819,0,2008-09-04T00:00:00,2008-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2009,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2009/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2009_A_31-12-2009.CSV,8760,8760,7807,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2010,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2010/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2010_A_31-12-2010.CSV,8760,8760,6954,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2011,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2011/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2011_A_31-12-2011.CSV,8760,8760,8108,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2012,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2012/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2012_A_31-12-2012.CSV,8784,8784,7804,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2013,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2013/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2013_A_31-12-2013.CSV,8760,8760,8746,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2014,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2014/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2014_A_31-12-2014.CSV,8760,8760,8686,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2015,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2015/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2015_A_31-12-2015.CSV,8760,8760,7983,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2016,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2016/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2016_A_31-12-2016.CSV,8784,8784,8783,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2017,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2017/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2017_A_31-12-2017.CSV,8760,8760,8760,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2018,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.25916666,-49.27416666,180.0,2008-09-04,2018/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2018_A_31-12-2018.CSV,8760,8760,7359,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-8.25916666,-49.27416666
2019,A241,,,PA,-8.30361,-49.28277,175.74,04/09/08,2019/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2019_A_31-12-2019.CSV,8760,8760,8339,0,2019-01-01T00:00:00,2019-12-31T23:00:00,5.031736931947305,-8.25916666,-49.27416666
2020,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.30361,-49.28277,175.74,04/09/08,INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2020_A_31-12-2020.CSV,8784,8784,7421,0,2020-01-01T00:00:00,2020-12-31T23:00:00,5.031736931947305,-8.25916666,-49.27416666
2021,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.30361111,-49.28277777,175.74,04/09/08,INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2021_A_31-12-2021.CSV,8760,8760,6244,0,2021-01-01T00:00:00,2021-12-31T23:00:00,5.032019076110311,-8.25916666,-49.27416666
2022,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.30361111,-49.28277777,175.74,04/09/08,INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2022_A_31-12-2022.CSV,8760,8760,8760,0,2022-01-01T00:00:00,2022-12-31T23:00:00,5.032019076110311,-8.25916666,-49.27416666
2023,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.30361111,-49.28277777,175.74,04/09/08,INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2023_A_31-12-2023.CSV,8760,8760,6631,0,2023-01-01T00:00:00,2023-12-31T23:00:00,5.032019076110311,-8.25916666,-49.27416666
2024,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.30361111,-49.28277777,175.74,04/09/08,INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,5.032019076110311,-8.25916666,-49.27416666
2025,A241,CONCEICAO DO ARAGUAIA,N,PA,-8.30361111,-49.28277777,175.74,04/09/08,2025/INMET_N_PA_A241_CONCEICAO DO ARAGUAIA_01-01-2025_A_31-12-2025.CSV,8760,8760,6998,0,2025-01-01T00:00:00,2025-12-31T23:00:00,5.032019076110311,-8.25916666,-49.27416666
2003,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2003/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_02-11-2003_A_31-12-2003.CSV,1440,1440,117,0,2003-11-02T00:00:00,2003-12-31T23:00:00,0.0,0.9,-29.31666666
2004,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2004/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2004_A_31-12-2004.CSV,8784,8784,2735,0,2004-01-01T00:00:00,2004-12-31T23:00:00,0.0,0.9,-29.31666666
2005,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2005/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2005_A_31-12-2005.CSV,8760,8760,1043,0,2005-01-01T00:00:00,2005-12-31T23:00:00,0.0,0.9,-29.31666666
2006,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2006/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2006_A_31-12-2006.CSV,8760,8760,1029,0,2006-01-01T00:00:00,2006-12-31T23:00:00,0.0,0.9,-29.31666666
2007,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2007/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2007_A_31-12-2007.CSV,8760,8760,3027,0,2007-01-01T00:00:00,2007-12-31T23:00:00,0.0,0.9,-29.31666666
2008,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2008/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2008_A_31-12-2008.CSV,8784,8784,1873,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,0.9,-29.31666666
2009,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2009/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2009_A_31-12-2009.CSV,8760,8760,0,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,0.9,-29.31666666
2010,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2010/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2010_A_31-12-2010.CSV,8760,8760,0,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,0.9,-29.31666666
2011,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2011/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2011_A_31-12-2011.CSV,8760,8760,0,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,0.9,-29.31666666
2012,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2012/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2012_A_31-12-2012.CSV,8784,8784,0,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,0.9,-29.31666666
2013,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2013/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2013_A_31-12-2013.CSV,8760,8760,0,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,0.9,-29.31666666
2014,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2014/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2014_A_31-12-2014.CSV,8760,8760,0,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,0.9,-29.31666666
2015,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2015/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2015_A_31-12-2015.CSV,8760,8760,0,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,0.9,-29.31666666
2016,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2016/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2016_A_31-12-2016.CSV,8784,8784,0,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,0.9,-29.31666666
2017,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2017/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2017_A_31-12-2017.CSV,8760,8760,0,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,0.9,-29.31666666
2018,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.9,-29.31666666,15.0,2003-11-02,2018/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2018_A_31-12-2018.CSV,8760,8760,3730,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,0.9,-29.31666666
2019,A302,,,RN,0.916877,-29.345904,15.0,02/11/03,2019/INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2019_A_31-12-2019.CSV,8760,8760,8569,0,2019-01-01T00:00:00,2019-12-31T23:00:00,3.7534562667419267,0.9,-29.31666666
2020,A302,ARQ.SAO PEDRO E SAO PAULO,NE,RN,0.916877,-29.345904,15.0,02/11/03,INMET_NE_RN_A302_ARQ.SAO PEDRO E SAO PAULO_01-01-2020_A_31-12-2020.CSV,8784,8784,3050,0,2020-01-01T00:00:00,2020-12-31T23:00:00,3.7534562667419267,0.9,-29.31666666
2003,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2003/INMET_NE_RN_A304_NATAL_24-02-2003_A_31-12-2003.CSV,7464,7464,5007,0,2003-02-24T00:00:00,2003-12-31T23:00:00,0.0,-5.9,-35.2
2004,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2004/INMET_NE_RN_A304_NATAL_01-01-2004_A_31-12-2004.CSV,8784,8784,6771,0,2004-01-01T00:00:00,2004-12-31T23:00:00,0.0,-5.9,-35.2
2005,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2005/INMET_NE_RN_A304_NATAL_01-01-2005_A_31-12-2005.CSV,8760,8760,4922,0,2005-01-01T00:00:00,2005-12-31T23:00:00,0.0,-5.9,-35.2
2006,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2006/INMET_NE_RN_A304_NATAL_01-01-2006_A_31-12-2006.CSV,8760,8760,6442,0,2006-01-01T00:00:00,2006-12-31T23:00:00,0.0,-5.9,-35.2
2007,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2007/INMET_NE_RN_A304_NATAL_01-01-2007_A_31-12-2007.CSV,8760,8760,7078,0,2007-01-01T00:00:00,2007-12-31T23:00:00,0.0,-5.9,-35.2
2008,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2008/INMET_NE_RN_A304_NATAL_01-01-2008_A_31-12-2008.CSV,8784,8784,8776,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-5.9,-35.2
2009,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2009/INMET_NE_RN_A304_NATAL_01-01-2009_A_31-12-2009.CSV,8760,8760,8738,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-5.9,-35.2
2010,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2010/INMET_NE_RN_A304_NATAL_01-01-2010_A_31-12-2010.CSV,8760,8760,8750,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-5.9,-35.2
2011,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2011/INMET_NE_RN_A304_NATAL_01-01-2011_A_31-12-2011.CSV,8760,8760,8726,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-5.9,-35.2
2012,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2012/INMET_NE_RN_A304_NATAL_01-01-2012_A_31-12-2012.CSV,8784,8784,8339,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-5.9,-35.2
2013,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2013/INMET_NE_RN_A304_NATAL_01-01-2013_A_31-12-2013.CSV,8760,8760,8126,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-5.9,-35.2
2014,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2014/INMET_NE_RN_A304_NATAL_01-01-2014_A_31-12-2014.CSV,8760,8760,8335,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-5.9,-35.2
2015,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2015/INMET_NE_RN_A304_NATAL_01-01-2015_A_31-12-2015.CSV,8760,8760,8400,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-5.9,-35.2
2016,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2016/INMET_NE_RN_A304_NATAL_01-01-2016_A_31-12-2016.CSV,8784,8784,7989,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-5.9,-35.2
2017,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2017/INMET_NE_RN_A304_NATAL_01-01-2017_A_31-12-2017.CSV,8760,8760,8356,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-5.9,-35.2
2018,A304,NATAL,NE,RN,-5.9,-35.2,48.6,2003-02-24,2018/INMET_NE_RN_A304_NATAL_01-01-2018_A_31-12-2018.CSV,8760,8760,8760,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-5.9,-35.2
2019,A304,,,RN,-5.83722221,-35.20805555,47.46,24/02/03,2019/INMET_NE_RN_A304_NATAL_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2020,A304,NATAL,NE,RN,-5.83722221,-35.20805555,47.46,24/02/03,INMET_NE_RN_A304_NATAL_01-01-2020_A_31-12-2020.CSV,8784,8784,8143,0,2020-01-01T00:00:00,2020-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2021,A304,NATAL,NE,RN,-5.83722221,-35.20805555,47.46,24/02/03,INMET_NE_RN_A304_NATAL_01-01-2021_A_31-12-2021.CSV,8760,8760,4096,0,2021-01-01T00:00:00,2021-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2022,A304,NATAL,NE,RN,-5.83722221,-35.20805555,47.46,24/02/03,INMET_NE_RN_A304_NATAL_01-01-2022_A_31-12-2022.CSV,8760,8760,6072,0,2022-01-01T00:00:00,2022-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2023,A304,NATAL,NE,RN,-5.83722221,-35.20805555,47.46,24/02/03,INMET_NE_RN_A304_NATAL_01-01-2023_A_31-12-2023.CSV,8760,8760,6119,0,2023-01-01T00:00:00,2023-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2024,A304,NATAL,NE,RN,-5.83722221,-35.20805555,47.46,24/02/03,INMET_NE_RN_A304_NATAL_01-01-2024_A_31-12-2024.CSV,8784,8784,3226,0,2024-01-01T00:00:00,2024-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2025,A304,NATAL,NE,RN,-5.83722221,-35.20805555,47.46,24/02/03,2025/INMET_NE_RN_A304_NATAL_01-01-2025_A_31-12-2025.CSV,8760,8760,8745,0,2025-01-01T00:00:00,2025-12-31T23:00:00,7.037220622176299,-5.9,-35.2
2007,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2007/INMET_NE_CE_A314_GUARAMIRANGA_26-05-2007_A_31-12-2007.CSV,5280,5280,5254,0,2007-05-26T00:00:00,2007-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2008,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2008/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2008_A_31-12-2008.CSV,8784,8784,6935,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2009,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2009/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2009_A_31-12-2009.CSV,8760,8760,8712,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2010,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2010/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2010_A_31-12-2010.CSV,8760,8760,8606,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2011,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2011/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2011_A_31-12-2011.CSV,8760,8760,8701,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2012,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2012/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2012_A_31-12-2012.CSV,8784,8784,8190,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2013,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2013/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2013_A_31-12-2013.CSV,8760,8760,8745,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2014,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2014/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2014_A_31-12-2014.CSV,8760,8760,8760,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2015,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2015/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2015_A_31-12-2015.CSV,8760,8760,8759,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2016,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2016/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2016_A_31-12-2016.CSV,8784,8784,8630,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-4.26111111,-38.19749999
2017,A314,GUARAMIRANGA,NE,CE,-4.26111111,-38.19749999,38.2,2007-05-26,2017/INMET_NE_CE_A314_GUARAMIRANGA_01-01-2017_A_31-12-2017.CSV,8760,8760,8049,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-4.26111111,-38.19749999
