ano,codigo,estacao,regiao,uf,latitude,longitude,altitude_m,data_fundacao,arquivo_origem,linhas_total,datetime_validos,temperaturas_validas,duplicados_datetime,primeiro_datetime_utc,ultimo_datetime_utc,distancia_ref_km,latitude_referencia,longitude_referencia
2008,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2008/INMET_N_AM_A112_HUMAITA_25-04-2008_A_31-12-2008.CSV,6024,6024,6007,0,2008-04-25T00:00:00,2008-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2009,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2009/INMET_N_AM_A112_HUMAITA_01-01-2009_A_31-12-2009.CSV,8760,8760,8736,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2010,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2010/INMET_N_AM_A112_HUMAITA_01-01-2010_A_31-12-2010.CSV,8760,8760,3738,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2011,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2011/INMET_N_AM_A112_HUMAITA_01-01-2011_A_31-12-2011.CSV,8760,8760,8752,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2012,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2012/INMET_N_AM_A112_HUMAITA_01-01-2012_A_31-12-2012.CSV,8784,8784,7792,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2013,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2013/INMET_N_AM_A112_HUMAITA_01-01-2013_A_31-12-2013.CSV,8760,8760,3226,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2014,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2014/INMET_N_AM_A112_HUMAITA_01-01-2014_A_31-12-2014.CSV,8760,8760,2317,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2015,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2015/INMET_N_AM_A112_HUMAITA_01-01-2015_A_31-12-2015.CSV,8760,8760,8753,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2016,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2016/INMET_N_AM_A112_HUMAITA_01-01-2016_A_31-12-2016.CSV,8784,8784,2624,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2017,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2017/INMET_N_AM_A112_HUMAITA_01-01-2017_A_31-12-2017.CSV,8760,8760,8760,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2018,A112,HUMAITA,N,AM,-7.92277777,-63.12138888,72.0,2008-04-25,2018/INMET_N_AM_A112_HUMAITA_01-01-2018_A_31-12-2018.CSV,8760,8760,8728,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-7.92277777,-63.12138888
2019,A112,,,AM,-7.55252,-63.071343,53.56,25/04/08,2019/INMET_N_AM_A112_HUMAITA_01-01-2019_A_31-12-2019.CSV,8760,8760,4238,0,2019-01-01T00:00:00,2019-12-31T23:00:00,41.53846912780527,-7.92277777,-63.12138888
2020,A112,HUMAITA,N,AM,-7.55252,-63.071343,53.56,25/04/08,INMET_N_AM_A112_HUMAITA_01-01-2020_A_31-12-2020.CSV,8784,8784,4723,0,2020-01-01T00:00:00,2020-12-31T23:00:00,41.53846912780527,-7.92277777,-63.12138888
2021,A112,HUMAITA,N,AM,-7.5525,-63.07138888,53.56,25/04/08,INMET_N_AM_A112_HUMAITA_01-01-2021_A_31-12-2021.CSV,8760,8760,0,0,2021-01-01T00:00:00,2021-12-31T23:00:00,41.54000263606823,-7.92277777,-63.12138888
2022,A112,HUMAITA,N,AM,-7.5525,-63.07138888,53.56,25/04/08,INMET_N_AM_A112_HUMAITA_01-01-2022_A_31-12-2022.CSV,8760,8760,2536,0,2022-01-01T00:00:00,2022-12-31T23:00:00,41.54000263606823,-7.92277777,-63.12138888
2023,A112,HUMAITA,N,AM,-7.5525,-63.07138888,53.56,25/04/08,INMET_N_AM_A112_HUMAITA_01-01-2023_A_31-12-2023.CSV,8760,8760,5283,0,2023-01-01T00:00:00,2023-12-31T23:00:00,41.54000263606823,-7.92277777,-63.12138888
2024,A112,HUMAITA,N,AM,-7.5525,-63.07138888,53.56,25/04/08,INMET_N_AM_A112_HUMAITA_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,41.54000263606823,-7.92277777,-63.12138888
2025,A112,HUMAITA,N,AM,-7.5525,-63.07138888,53.56,25/04/08,2025/INMET_N_AM_A112_HUMAITA_01-01-2025_A_31-12-2025.CSV,8760,8760,8504,0,2025-01-01T00:00:00,2025-12-31T23:00:00,41.54000263606823,-7.92277777,-63.12138888
2008,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2008/INMET_N_AM_A120_AUTAZES_17-04-2008_A_31-12-2008.CSV,6216,6216,6190,0,2008-04-17T00:00:00,2008-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2009,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2009/INMET_N_AM_A120_AUTAZES_01-01-2009_A_31-12-2009.CSV,8760,8760,8363,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2010,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2010/INMET_N_AM_A120_AUTAZES_01-01-2010_A_31-12-2010.CSV,8760,8760,5960,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2011,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2011/INMET_N_AM_A120_AUTAZES_01-01-2011_A_31-12-2011.CSV,8760,8760,8749,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2012,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2012/INMET_N_AM_A120_AUTAZES_01-01-2012_A_31-12-2012.CSV,8784,8784,8502,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2013,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2013/INMET_N_AM_A120_AUTAZES_01-01-2013_A_31-12-2013.CSV,8760,8760,8338,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2014,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2014/INMET_N_AM_A120_AUTAZES_01-01-2014_A_31-12-2014.CSV,8760,8760,6400,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2015,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2015/INMET_N_AM_A120_AUTAZES_01-01-2015_A_31-12-2015.CSV,8760,8760,8033,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2016,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2016/INMET_N_AM_A120_AUTAZES_01-01-2016_A_31-12-2016.CSV,8784,8784,5332,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2017,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2017/INMET_N_AM_A120_AUTAZES_01-01-2017_A_31-12-2017.CSV,8760,8760,8353,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2018,A120,AUTAZES,N,AM,-2.05638888,-60.02555554,78.0,2008-04-17,2018/INMET_N_AM_A120_AUTAZES_01-01-2018_A_31-12-2018.CSV,8760,8760,7519,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-2.05638888,-60.02555554
2019,A120,,,AM,-3.583333,-59.12944,19.9,17/04/08,2019/INMET_N_AM_A120_AUTAZES_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,196.80555734772392,-2.05638888,-60.02555554
2020,A120,AUTAZES,N,AM,-3.583333,-59.12944,19.9,17/04/08,INMET_N_AM_A120_AUTAZES_01-01-2020_A_31-12-2020.CSV,8784,8784,8784,0,2020-01-01T00:00:00,2020-12-31T23:00:00,196.80555734772392,-2.05638888,-60.02555554
2021,A120,AUTAZES,N,AM,-3.58333333,-59.12944443,19.9,17/04/08,INMET_N_AM_A120_AUTAZES_01-01-2021_A_31-12-2021.CSV,8760,8760,2172,0,2021-01-01T00:00:00,2021-12-31T23:00:00,196.80534021307577,-2.05638888,-60.02555554
2022,A120,AUTAZES,N,AM,-3.58333333,-59.12944443,19.9,17/04/08,INMET_N_AM_A120_AUTAZES_01-01-2022_A_31-12-2022.CSV,8760,8760,5982,0,2022-01-01T00:00:00,2022-12-31T23:00:00,196.80534021307577,-2.05638888,-60.02555554
2023,A120,AUTAZES,N,AM,-3.58333333,-59.12944443,19.9,17/04/08,INMET_N_AM_A120_AUTAZES_01-01-2023_A_31-12-2023.CSV,8760,8760,8498,0,2023-01-01T00:00:00,2023-12-31T23:00:00,196.80534021307577,-2.05638888,-60.02555554
2024,A120,AUTAZES,N,AM,-3.58333333,-59.12944443,19.9,17/04/08,INMET_N_AM_A120_AUTAZES_01-01-2024_A_31-12-2024.CSV,8784,8784,3445,0,2024-01-01T00:00:00,2024-12-31T23:00:00,196.80534021307577,-2.05638888,-60.02555554
2025,A120,AUTAZES,N,AM,-3.58333333,-59.12944443,19.9,17/04/08,2025/INMET_N_AM_A120_AUTAZES_01-01-2025_A_31-12-2025.CSV,8760,8760,0,0,2025-01-01T00:00:00,2025-12-31T23:00:00,196.80534021307577,-2.05638888,-60.02555554
2008,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2008/INMET_N_AM_A124_URUCARA_17-04-2008_A_31-12-2008.CSV,6216,6216,6201,0,2008-04-17T00:00:00,2008-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2009,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2009/INMET_N_AM_A124_URUCARA_01-01-2009_A_31-12-2009.CSV,8760,8760,8731,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2010,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2010/INMET_N_AM_A124_URUCARA_01-01-2010_A_31-12-2010.CSV,8760,8760,7317,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2011,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2011/INMET_N_AM_A124_URUCARA_01-01-2011_A_31-12-2011.CSV,8760,8760,8576,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2012,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2012/INMET_N_AM_A124_URUCARA_01-01-2012_A_31-12-2012.CSV,8784,8784,8781,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2013,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2013/INMET_N_AM_A124_URUCARA_01-01-2013_A_31-12-2013.CSV,8760,8760,8745,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2014,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2014/INMET_N_AM_A124_URUCARA_01-01-2014_A_31-12-2014.CSV,8760,8760,8760,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2015,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2015/INMET_N_AM_A124_URUCARA_01-01-2015_A_31-12-2015.CSV,8760,8760,6350,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2016,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2016/INMET_N_AM_A124_URUCARA_01-01-2016_A_31-12-2016.CSV,8784,8784,8784,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2017,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2017/INMET_N_AM_A124_URUCARA_01-01-2017_A_31-12-2017.CSV,8760,8760,8410,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2018,A124,URUCARA,N,AM,-2.89638888,-57.75833333,17.0,2008-04-17,2018/INMET_N_AM_A124_URUCARA_01-01-2018_A_31-12-2018.CSV,8760,8760,7307,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-2.89638888,-57.75833333
2019,A124,,,AM,-2.534749,-57.758099,18.49,17/04/08,2019/INMET_N_AM_A124_URUCARA_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,40.212583895066935,-2.89638888,-57.75833333
2020,A124,URUCARA,N,AM,-2.534749,-57.758099,18.49,17/04/08,INMET_N_AM_A124_URUCARA_01-01-2020_A_31-12-2020.CSV,8784,8784,740,0,2020-01-01T00:00:00,2020-12-31T23:00:00,40.212583895066935,-2.89638888,-57.75833333
2021,A124,URUCARA,N,AM,-2.53472221,-57.75805555,18.49,17/04/08,INMET_N_AM_A124_URUCARA_01-01-2021_A_31-12-2021.CSV,8760,8760,0,0,2021-01-01T00:00:00,2021-12-31T23:00:00,40.21556622353534,-2.89638888,-57.75833333
2022,A124,URUCARA,N,AM,-2.53472221,-57.75805555,18.49,17/04/08,INMET_N_AM_A124_URUCARA_01-01-2022_A_31-12-2022.CSV,8760,8760,5908,0,2022-01-01T00:00:00,2022-12-31T23:00:00,40.21556622353534,-2.89638888,-57.75833333
2023,A124,URUCARA,N,AM,-2.53472221,-57.75805555,18.49,17/04/08,INMET_N_AM_A124_URUCARA_01-01-2023_A_31-12-2023.CSV,8760,8760,8760,0,2023-01-01T00:00:00,2023-12-31T23:00:00,40.21556622353534,-2.89638888,-57.75833333
2024,A124,URUCARA,N,AM,-2.53472221,-57.75805555,18.49,17/04/08,INMET_N_AM_A124_URUCARA_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,40.21556622353534,-2.89638888,-57.75833333
2025,A124,URUCARA,N,AM,-2.53472221,-57.75805555,18.49,17/04/08,2025/INMET_N_AM_A124_URUCARA_01-01-2025_A_31-12-2025.CSV,8760,8760,3073,0,2025-01-01T00:00:00,2025-12-31T23:00:00,40.21556622353534,-2.89638888,-57.75833333
2008,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2008/INMET_N_AM_A125_RIO URUBU_26-06-2008_A_31-12-2008.CSV,4536,4536,4073,0,2008-06-26T00:00:00,2008-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2009,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2009/INMET_N_AM_A125_RIO URUBU_01-01-2009_A_31-12-2009.CSV,8760,8760,7708,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2010,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2010/INMET_N_AM_A125_RIO URUBU_01-01-2010_A_31-12-2010.CSV,8760,8760,8747,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2011,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2011/INMET_N_AM_A125_RIO URUBU_01-01-2011_A_31-12-2011.CSV,8760,8760,8747,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2012,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2012/INMET_N_AM_A125_RIO URUBU_01-01-2012_A_31-12-2012.CSV,8784,8784,8715,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2013,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2013/INMET_N_AM_A125_RIO URUBU_01-01-2013_A_31-12-2013.CSV,8760,8760,8712,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2014,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2014/INMET_N_AM_A125_RIO URUBU_01-01-2014_A_31-12-2014.CSV,8760,8760,8760,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2015,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2015/INMET_N_AM_A125_RIO URUBU_01-01-2015_A_31-12-2015.CSV,8760,8760,8754,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2016,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2016/INMET_N_AM_A125_RIO URUBU_01-01-2016_A_31-12-2016.CSV,8784,8784,8384,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2017,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2017/INMET_N_AM_A125_RIO URUBU_01-01-2017_A_31-12-2017.CSV,8760,8760,5523,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2018,A125,RIO URUBU,N,AM,-2.7211111,-59.94333333,59.0,2008-06-26,2018/INMET_N_AM_A125_RIO URUBU_01-01-2018_A_31-12-2018.CSV,8760,8760,8143,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-2.7211111,-59.94333333
2019,A125,,,AM,-2.633654,-59.600582,112.84,26/06/08,2019/INMET_N_AM_A125_RIO URUBU_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,39.29308372480492,-2.7211111,-59.94333333
2020,A125,RIO URUBU,N,AM,-2.6336111,-59.60055555,112.84,26/06/08,INMET_N_AM_A125_RIO URUBU_01-01-2020_A_31-12-2020.CSV,8784,8784,4951,0,2020-01-01T00:00:00,2020-12-31T23:00:00,39.297111671976424,-2.7211111,-59.94333333
2021,A125,RIO URUBU,N,AM,-2.6336111,-59.60055555,112.84,26/06/08,INMET_N_AM_A125_RIO URUBU_01-01-2021_A_31-12-2021.CSV,8760,8760,2556,0,2021-01-01T00:00:00,2021-12-31T23:00:00,39.297111671976424,-2.7211111,-59.94333333
2022,A125,RIO URUBU,N,AM,-2.6336111,-59.60055555,112.84,26/06/08,INMET_N_AM_A125_RIO URUBU_01-01-2022_A_31-12-2022.CSV,8760,8760,8760,0,2022-01-01T00:00:00,2022-12-31T23:00:00,39.297111671976424,-2.7211111,-59.94333333
2023,A125,RIO URUBU,N,AM,-2.6336111,-59.60055555,112.84,26/06/08,INMET_N_AM_A125_RIO URUBU_01-01-2023_A_31-12-2023.CSV,8760,8760,8727,0,2023-01-01T00:00:00,2023-12-31T23:00:00,39.297111671976424,-2.7211111,-59.94333333
2024,A125,RIO URUBU,N,AM,-2.6336111,-59.60055555,112.84,26/06/08,INMET_N_AM_A125_RIO URUBU_01-01-2024_A_31-12-2024.CSV,8784,8784,8119,0,2024-01-01T00:00:00,2024-12-31T23:00:00,39.297111671976424,-2.7211111,-59.94333333
2025,A125,RIO URUBU,N,AM,-2.6336111,-59.60055555,112.84,26/06/08,2025/INMET_N_AM_A125_RIO URUBU_01-01-2025_A_31-12-2025.CSV,8760,8760,0,0,2025-01-01T00:00:00,2025-12-31T23:00:00,39.297111671976424,-2.7211111,-59.94333333
2009,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2009/INMET_N_AC_A138_FEIJO_24-09-2009_A_31-12-2009.CSV,2376,2376,2246,0,2009-09-24T00:00:00,2009-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2010,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2010/INMET_N_AC_A138_FEIJO_01-01-2010_A_31-12-2010.CSV,8760,8760,8749,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2011,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2011/INMET_N_AC_A138_FEIJO_01-01-2011_A_31-12-2011.CSV,8760,8760,8748,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2012,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2012/INMET_N_AC_A138_FEIJO_01-01-2012_A_31-12-2012.CSV,8784,8784,7164,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2013,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2013/INMET_N_AC_A138_FEIJO_01-01-2013_A_31-12-2013.CSV,8760,8760,8745,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2014,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2014/INMET_N_AC_A138_FEIJO_01-01-2014_A_31-12-2014.CSV,8760,8760,6855,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2015,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2015/INMET_N_AC_A138_FEIJO_01-01-2015_A_31-12-2015.CSV,8760,8760,8755,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2016,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2016/INMET_N_AC_A138_FEIJO_01-01-2016_A_31-12-2016.CSV,8784,8784,6242,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2017,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2017/INMET_N_AC_A138_FEIJO_01-01-2017_A_31-12-2017.CSV,8760,8760,3335,0,2017-01-01T00:00:00,2017-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2018,A138,FEIJO,N,AC,-8.24194444,-70.57527777,163.0,2009-09-24,2018/INMET_N_AC_A138_FEIJO_01-01-2018_A_31-12-2018.CSV,8760,8760,8760,0,2018-01-01T00:00:00,2018-12-31T23:00:00,0.0,-8.24194444,-70.57527777
2019,A138,,,AC,-8.142654,-70.343594,157.17,24/09/09,2019/INMET_N_AC_A138_FEIJO_01-01-2019_A_31-12-2019.CSV,8760,8760,8760,0,2019-01-01T00:00:00,2019-12-31T23:00:00,27.786763272644155,-8.24194444,-70.57527777
2020,A138,FEIJO,N,AC,-8.142654,-70.343594,157.17,24/09/09,INMET_N_AC_A138_FEIJO_01-01-2020_A_31-12-2020.CSV,8784,8784,8742,0,2020-01-01T00:00:00,2020-12-31T23:00:00,27.786763272644155,-8.24194444,-70.57527777
2021,A138,FEIJO,N,AC,-8.14277777,-70.3436111,157.17,24/09/09,INMET_N_AC_A138_FEIJO_01-01-2021_A_31-12-2021.CSV,8760,8760,1913,0,2021-01-01T00:00:00,2021-12-31T23:00:00,27.779566743493735,-8.24194444,-70.57527777
2022,A138,FEIJO,N,AC,-8.14277777,-70.3436111,157.17,24/09/09,INMET_N_AC_A138_FEIJO_01-01-2022_A_31-12-2022.CSV,8760,8760,0,0,2022-01-01T00:00:00,2022-12-31T23:00:00,27.779566743493735,-8.24194444,-70.57527777
2023,A138,FEIJO,N,AC,-8.14277777,-70.3436111,157.17,24/09/09,INMET_N_AC_A138_FEIJO_01-01-2023_A_31-12-2023.CSV,8760,8760,505,0,2023-01-01T00:00:00,2023-12-31T23:00:00,27.779566743493735,-8.24194444,-70.57527777
2024,A138,FEIJO,N,AC,-8.14277777,-70.3436111,157.17,24/09/09,INMET_N_AC_A138_FEIJO_01-01-2024_A_31-12-2024.CSV,8784,8784,8784,0,2024-01-01T00:00:00,2024-12-31T23:00:00,27.779566743493735,-8.24194444,-70.57527777
2025,A138,FEIJO,N,AC,-8.14277777,-70.3436111,157.17,24/09/09,2025/INMET_N_AC_A138_FEIJO_01-01-2025_A_31-12-2025.CSV,8760,8760,7996,0,2025-01-01T00:00:00,2025-12-31T23:00:00,27.779566743493735,-8.24194444,-70.57527777
2007,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2007/INMET_N_PA_A212_PARAGOMINAS_18-10-2007_A_31-12-2007.CSV,1800,1800,1786,0,2007-10-18T00:00:00,2007-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2008,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2008/INMET_N_PA_A212_PARAGOMINAS_01-01-2008_A_31-12-2008.CSV,8784,8784,8705,0,2008-01-01T00:00:00,2008-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2009,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2009/INMET_N_PA_A212_PARAGOMINAS_01-01-2009_A_31-12-2009.CSV,8760,8760,8737,0,2009-01-01T00:00:00,2009-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2010,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2010/INMET_N_PA_A212_PARAGOMINAS_01-01-2010_A_31-12-2010.CSV,8760,8760,8758,0,2010-01-01T00:00:00,2010-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2011,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2011/INMET_N_PA_A212_PARAGOMINAS_01-01-2011_A_31-12-2011.CSV,8760,8760,8073,0,2011-01-01T00:00:00,2011-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2012,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2012/INMET_N_PA_A212_PARAGOMINAS_01-01-2012_A_31-12-2012.CSV,8784,8784,8164,0,2012-01-01T00:00:00,2012-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2013,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2013/INMET_N_PA_A212_PARAGOMINAS_01-01-2013_A_31-12-2013.CSV,8760,8760,8736,0,2013-01-01T00:00:00,2013-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2014,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2014/INMET_N_PA_A212_PARAGOMINAS_01-01-2014_A_31-12-2014.CSV,8760,8760,8760,0,2014-01-01T00:00:00,2014-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2015,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2015/INMET_N_PA_A212_PARAGOMINAS_01-01-2015_A_31-12-2015.CSV,8760,8760,8760,0,2015-01-01T00:00:00,2015-12-31T23:00:00,0.0,-3.01027777,-47.34305555
2016,A212,PARAGOMINAS,N,PA,-3.01027777,-47.34305555,101.0,2007-10-18,2016/INMET_N_PA_A212_PARAGOMINAS_01-01-2016_A_31-12-2016.CSV,8784,8784,8410,0,2016-01-01T00:00:00,2016-12-31T23:00:00,0.0,-3.01027777,-47.34305555
