codigo,estacao,uf,regiao,latitude,longitude,altitude_m,n_pares,anos_com_dados,primeiro_ano,ultimo_ano,media_inmet_c,media_era5_c,bias_c,mae_c,rmse_c,correlacao_pearson,desvio_erro_c,erro_min_c,erro_p05_c,erro_mediana_c,erro_p95_c,erro_max_c,erro_abs_max_c,pct_abs_erro_gt5,pct_abs_erro_gt10,pct_abs_erro_gt20,n_celulas_era5_historico,mudou_celula_era5,deslocamento_max_coord_km,amostra_interpretavel,pares_removidos_qc,pct_pares_removidos_qc,delta_bias_qc_c,delta_mae_qc_c,delta_rmse_qc_c,delta_correlacao_qc,n_abs_erro_gt5,n_abs_erro_gt10,n_abs_erro_gt20,n_pares_completa,anos_com_dados_completa,primeiro_ano_completa,ultimo_ano_completa,media_inmet_c_completa,media_era5_c_completa,bias_c_completa,mae_c_completa,rmse_c_completa,correlacao_pearson_completa,desvio_erro_c_completa,erro_min_c_completa,erro_p05_c_completa,erro_mediana_c_completa,erro_p95_c_completa,erro_max_c_completa,erro_abs_max_c_completa,n_abs_erro_gt5_completa,n_abs_erro_gt10_completa,n_abs_erro_gt20_completa,pct_abs_erro_gt5_completa,pct_abs_erro_gt10_completa,pct_abs_erro_gt20_completa,anos_presentes,anos_cobertura_80,anos_cobertura_90,cobertura_mediana,coordenada_suspeita,dentro_dominio_era5
A015,ITAPACI,GO,CO,-14.98027777,-49.53944444,522.0,153648,19,2007,2025,24.922947901190042,25.11321655266188,0.1902686460631612,1.7313798472540496,2.214601800637652,0.920857014912691,2.206420327682981,-9.641551971435547,-3.069350206851959,-0.03609123267233372,4.234298443794249,11.86064338684082,11.86064338684082,3.0257471623451004,0.005857544517338332,0.0,1,False,0.0858914067507043,True,0,0.0,-2.7755575615628914e-17,0.0,-5.240252676230739e-14,-6.439293542825908e-15,4649.0,9.0,0.0,153648,19,2007,2025,24.922947901190042,25.11321655266188,0.19026864606316124,1.7313798472540496,2.2146018006377046,0.9208570149126974,2.206420327682974,-9.641551971435547,-3.069350206851959,-0.03609123267233372,4.234298443794249,11.86064338684082,11.86064338684082,4649.0,9.0,0.0,3.0257471623451004,0.005857544517338332,0.0,19,16,14,0.9670091324200912,False,True
A016,JATAI,GO,CO,-17.92388888,-51.71777777,582.0,156048,19,2007,2025,23.833120575390307,23.30097608830053,-0.5321444900962008,1.788184290395864,2.2544766485750536,0.9269261070696494,2.190780216568594,-12.343361854553223,-3.7352439403533935,-0.6083003878593445,3.2067533731460567,11.311328887939453,12.343361854553223,2.5287091151440584,0.041013021634368915,0.0,1,False,0.0442908237389662,True,0,0.0,1.1102230246251565e-16,0.0,-1.4788170688007085e-13,-7.771561172376096e-16,3946.0,64.0,0.0,156048,19,2007,2025,23.833120575390307,23.30097608830053,-0.5321444900962009,1.788184290395864,2.2544766485752015,0.9269261070696502,2.190780216568588,-12.343361854553223,-3.7352439403533935,-0.6083003878593445,3.2067533731460567,11.311328887939453,12.343361854553223,3946.0,64.0,0.0,2.5287091151440584,0.041013021634368915,0.0,19,17,17,0.9907534246575342,False,True
A017,POSSE,GO,CO,-14.08916666,-46.36638888,834.0,150702,19,2007,2025,25.292155376146823,23.82613896100365,-1.4660164184595235,1.7458994230282074,2.0669664719926795,0.9323857288784066,1.4571068408382695,-8.986773490905762,-3.662304401397705,-1.52371484041214,0.9255863428115845,10.026219367980957,10.026219367980957,0.9196958235458056,0.000663561200249499,0.0,1,False,0.0126173614617089,True,0,0.0,0.0,0.0,-6.217248937900877e-14,-7.771561172376096e-16,1386.0,1.0,0.0,150702,19,2007,2025,25.292155376146823,23.82613896100365,-1.4660164184595235,1.7458994230282074,2.0669664719927416,0.9323857288784074,1.4571068408382721,-8.986773490905762,-3.662304401397705,-1.52371484041214,0.9255863428115845,10.026219367980957,10.026219367980957,1386.0,1.0,0.0,0.9196958235458056,0.000663561200249499,0.0,19,17,14,0.9714147286821704,False,True
A018,PEIXE,TO,N,-12.01666666,-48.55,242.0,140388,20,2006,2025,27.34462702582391,27.346739713713006,0.002112679934341136,1.5469535985109726,1.930695251596862,0.927712033481285,1.930700972003131,-9.903661727905273,-2.7858540654182433,-0.10339317098259926,3.330373549461361,14.026023864746094,14.026023864746094,1.2230390061828647,0.01994472462033792,0.0,1,False,0.6236406923019483,True,0,0.0,0.0,0.0,5.129230373768223e-14,-2.3314683517128287e-15,1717.0,28.0,0.0,140388,20,2006,2025,27.34462702582391,27.346739713713006,0.002112679934341136,1.5469535985109726,1.9306952515968108,0.9277120334812873,1.930700972003124,-9.903661727905273,-2.7858540654182433,-0.10339317098259926,3.330373549461361,14.026023864746094,14.026023864746094,1717.0,28.0,0.0,1.2230390061828647,0.01994472462033792,0.0,20,16,8,0.8791666666666667,False,True
A019,GURUPI,TO,N,-11.74583333,-49.04972221,287.0,152045,19,2007,2025,26.72141733861706,27.068508286999716,0.34709094363961634,1.90764244809171,2.426827499828345,0.9001732365660882,2.401886244987411,-10.830907821655273,-2.932490301132202,0.027881240472197533,4.861473655700681,13.446043014526367,13.446043014526367,4.786083067512907,0.022361800782663026,0.0,1,False,0.2310790211970803,True,0,0.0,0.0,0.0,-8.08242361927114e-14,-1.3322676295501878e-15,7277.0,34.0,0.0,152045,19,2007,2025,26.72141733861706,27.068508286999716,0.34709094363961634,1.90764244809171,2.4268274998284256,0.9001732365660895,2.401886244987414,-10.830907821655273,-2.932490301132202,0.027881240472197533,4.861473655700681,13.446043014526367,13.446043014526367,7277.0,34.0,0.0,4.786083067512907,0.022361800782663026,0.0,20,16,16,0.9919634391296754,False,True
A020,PEDRO AFONSO,TO,N,-8.9686111,-48.19416666,189.0,143430,19,2007,2025,27.673622667421267,27.413593529248633,-0.2600291439945025,1.5575882320900272,1.958360665868396,0.9176032885868463,1.9410274623697983,-12.909252166748047,-3.1921870708465576,-0.3524547517299652,3.0705351233482356,14.29340648651123,14.29340648651123,1.1252875967370841,0.015338492644495572,0.0,1,False,1.861103786957858,True,0,0.0,0.0,2.220446049250313e-16,2.6423307986078726e-14,-4.773959005888173e-15,1614.0,22.0,0.0,143430,19,2007,2025,27.673622667421267,27.413593529248633,-0.2600291439945025,1.557588232090027,1.9583606658683697,0.917603288586851,1.9410274623697934,-12.909252166748047,-3.1921870708465576,-0.3524547517299652,3.0705351233482356,14.29340648651123,14.29340648651123,1614.0,22.0,0.0,1.1252875967370841,0.015338492644495572,0.0,19,15,13,0.9534246575342464,False,True
A021,ARAGUAINA,TO,N,-7.10416666,-48.20111111,226.0,134528,19,2007,2025,26.421266943712556,26.83936178658714,0.41809483826163696,1.7830576198694263,2.271291198638665,0.8967366399104699,2.2324868338387747,-7.190673351287842,-2.834423542022705,0.19052772223949432,4.508402824401853,10.586326599121094,10.586326599121094,3.4535561370123693,0.0022300190294957186,0.0,1,False,0.0308877693871967,True,0,0.0,0.0,-2.220446049250313e-16,-6.217248937900877e-15,-2.1094237467877974e-15,4646.0,3.0,0.0,134528,19,2007,2025,26.421266943712556,26.83936178658714,0.41809483826163696,1.7830576198694266,2.271291198638671,0.896736639910472,2.232486833838776,-7.190673351287842,-2.834423542022705,0.19052772223949432,4.508402824401853,10.586326599121094,10.586326599121094,4646.0,3.0,0.0,3.4535561370123693,0.0022300190294957186,0.0,19,14,12,0.9526411657559198,False,True
A022,GOIANESIA,GO,CO,-15.22027777,-48.99027777,667.0,142224,19,2007,2025,25.520725049687822,25.043745901550025,-0.4769791519653723,1.1947451019654387,1.55311530603988,0.9387991361596775,1.4780640727785561,-8.20034122467041,-2.674301302433014,-0.5543941259384155,1.967034059762955,10.91215705871582,10.91215705871582,0.6981943975700303,0.0035155810552368093,0.0,1,False,0.0298043389191997,True,0,0.0,1.1102230246251565e-16,0.0,-4.1522341120980855e-14,-8.770761894538737e-15,993.0,5.0,0.0,142224,19,2007,2025,25.520725049687822,25.043745901550025,-0.47697915196537244,1.1947451019654387,1.5531153060399214,0.9387991361596862,1.4780640727785543,-8.20034122467041,-2.674301302433014,-0.5543941259384155,1.967034059762955,10.91215705871582,10.91215705871582,993.0,5.0,0.0,0.6981943975700303,0.0035155810552368093,0.0,19,15,11,0.9375570776255708,False,True
A023,CAIAPONIA,GO,CO,-16.96666666,-51.81749999,737.0,152295,19,2007,2025,24.593156698345844,23.858388515241845,-0.7347681872049293,1.5030166430747107,1.877485567870071,0.9281177296216921,1.727740538774349,-12.802831649780273,-3.2002437114715576,-0.9092769622802734,2.386147856712341,12.042722702026367,12.802831649780273,1.099839128008142,0.005909583374372107,0.0,1,False,0.0308866574364536,True,0,0.0,1.1102230246251565e-16,0.0,-8.171241461241152e-14,7.105427357601002e-15,1675.0,9.0,0.0,152295,19,2007,2025,24.593156698345844,23.858388515241845,-0.7347681872049294,1.5030166430747107,1.8774855678701527,0.928117729621685,1.7277405387743463,-12.802831649780273,-3.2002437114715576,-0.9092769622802734,2.386147856712341,12.042722702026367,12.802831649780273,1675.0,9.0,0.0,1.099839128008142,0.005909583374372107,0.0,19,16,15,0.996917808219178,False,True
A024,ALTO PARAISO DE GOIAS,GO,CO,-14.13305554,-47.52305554,1260.0,154509,19,2007,2025,21.376682264668478,22.55060171792902,1.173919453785221,1.519626136692782,1.961598015315195,0.9167007650369975,1.5715584222408518,-14.690521240234375,-1.1806148052215575,1.0567386150360107,3.9135574817657477,11.411865234375,14.690521240234375,1.5403633445300922,0.011002595318072086,0.0,1,False,0.0299528369338477,True,0,0.0,0.0,0.0,-4.196643033083092e-14,3.3306690738754696e-16,2380.0,17.0,0.0,154509,19,2007,2025,21.376682264668478,22.55060171792902,1.173919453785221,1.519626136692782,1.961598015315237,0.9167007650369972,1.5715584222408512,-14.690521240234375,-1.1806148052215575,1.0567386150360107,3.9135574817657477,11.411865234375,14.690521240234375,2380.0,17.0,0.0,1.5403633445300922,0.011002595318072086,0.0,19,17,15,0.9813296903460836,False,True
A025,RIO VERDE,GO,CO,-17.78583333,-50.98138888,782.0,140771,19,2007,2025,23.943037271044037,23.50418979399384,-0.4388474794034023,1.416916408389171,1.8080662782190544,0.9300919466853144,1.7540063885775232,-13.709228515625,-3.0068843364715576,-0.5690852999687195,2.5562260150909424,14.143064498901367,14.143064498901367,1.0591670159336795,0.02486307549140093,0.0,1,False,1.750129615303654,True,0,0.0,5.551115123125783e-17,2.220446049250313e-16,-7.926992395823618e-14,2.220446049250313e-15,1491.0,35.0,0.0,140771,19,2007,2025,23.943037271044037,23.50418979399384,-0.43884747940340235,1.4169164083891708,1.8080662782191337,0.9300919466853121,1.7540063885775259,-13.709228515625,-3.0068843364715576,-0.5690852999687195,2.5562260150909424,14.143064498901367,14.143064498901367,1491.0,35.0,0.0,1.0591670159336795,0.02486307549140093,0.0,19,16,14,0.9611872146118722,False,True
A026,MINEIROS,GO,CO,-17.45472222,-52.60111111,862.0,130052,19,2007,2025,23.6493079646451,23.31679157261421,-0.332516396754221,1.7435349841459329,2.313460216063094,0.916329529681193,2.28944782007659,-8.942577362060547,-3.549355161190033,-0.48166465759277344,3.4961623549461365,34.18485641479492,34.18485641479492,2.4136499246455263,0.1399440223910436,0.07381662719527574,1,False,0.0,True,0,0.0,5.551115123125783e-17,0.0,3.090860900556436e-13,-5.440092820663267e-15,3139.0,182.0,96.0,130052,19,2007,2025,23.6493079646451,23.31679157261421,-0.33251639675422107,1.7435349841459329,2.313460216062785,0.9163295296811984,2.289447820076592,-8.942577362060547,-3.549355161190033,-0.48166465759277344,3.4961623549461365,34.18485641479492,34.18485641479492,3139.0,182.0,96.0,2.4136499246455263,0.1399440223910436,0.07381662719527574,19,12,10,0.930365296803653,False,True
A027,PARAUNA,GO,CO,-16.94583333,-50.42527777,678.0,143430,18,2008,2025,25.160195912083413,24.334077431249177,-0.826118482897384,1.458534504303975,1.8254165330420304,0.9361245621585788,1.6277875306945628,-8.118990898132324,-3.2694263458251953,-0.9223629236221313,1.9121854245662684,11.642332077026367,11.642332077026367,0.8854493481140625,0.009760858955588092,0.0,1,False,1.8573450710344608,True,0,0.0,-1.1102230246251565e-16,0.0,-5.0182080713057076e-14,-3.3306690738754696e-15,1270.0,14.0,0.0,143430,18,2008,2025,25.160195912083413,24.334077431249177,-0.8261184828973839,1.458534504303975,1.8254165330420806,0.9361245621585821,1.6277875306945662,-8.118990898132324,-3.2694263458251953,-0.9223629236221313,1.9121854245662684,11.642332077026367,11.642332077026367,1270.0,14.0,0.0,0.8854493481140625,0.009760858955588092,0.0,18,15,13,0.997035706265439,False,True
A028,IPORA,GO,CO,-16.42305554,-51.148801,610.41,93555,13,2013,2025,25.40573672822193,25.18518979348464,-0.220546938839643,1.2794253893503824,1.6707878420260667,0.9363094715271535,1.6561764337265108,-7.047802448272705,-2.6372797966003416,-0.3573726713657379,2.722651767730713,13.850193977355957,13.850193977355957,0.940623162845385,0.011757789535567314,0.0,1,False,0.0795084689046222,True,0,0.0,0.0,0.0,-6.217248937900877e-15,1.7763568394002505e-15,880.0,11.0,0.0,93555,13,2013,2025,25.40573672822193,25.18518979348464,-0.220546938839643,1.2794253893503824,1.670787842026073,0.9363094715271517,1.6561764337265141,-7.047802448272705,-2.6372797966003416,-0.3573726713657379,2.722651767730713,13.850193977355957,13.850193977355957,880.0,11.0,0.0,0.940623162845385,0.011757789535567314,0.0,13,10,10,0.962785388127854,False,True
A029,EDEIA,GO,CO,-17.33694444,-49.91472222,608.0,61268,9,2017,2025,26.041023040009268,25.432212524542635,-0.6088105215810033,1.4127424604103616,1.7862240540903997,0.9368025805723129,1.6792832242909999,-9.667962074279785,-3.1329562067985535,-0.7107906341552734,2.2284185051917995,12.57587718963623,12.57587718963623,0.8536266892994712,0.016321734021022393,0.0,1,False,0.0,True,0,0.0,0.0,0.0,2.4424906541753444e-15,1.1102230246251565e-15,523.0,10.0,0.0,61268,9,2017,2025,26.041023040009268,25.432212524542635,-0.6088105215810033,1.4127424604103616,1.7862240540903973,0.9368025805723118,1.6792832242909972,-9.667962074279785,-3.1329562067985535,-0.7107906341552734,2.2284185051917995,12.57587718963623,12.57587718963623,523.0,10.0,0.0,0.8536266892994712,0.016321734021022393,0.0,9,6,6,0.9480593607305936,False,True
A031,SAO MIGUEL DO ARAGUAIA,GO,CO,-12.82055554,-50.33583333,210.0,58553,9,2017,2025,28.313502290288653,28.239494993401934,-0.07400730377461416,1.5073028808522593,1.9131428462884377,0.9301103228624599,1.9117271997498377,-8.88466739654541,-2.7485553741455075,-0.29150351881980896,3.3705961227416945,11.800046920776367,11.800046920776367,1.506327600635322,0.006831417689956108,0.0,1,False,0.6392198635609405,True,0,0.0,1.3877787807814457e-17,0.0,-1.0436096431476471e-14,-3.219646771412954e-15,882.0,4.0,0.0,58553,9,2017,2025,28.313502290288653,28.239494993401934,-0.07400730377461417,1.5073028808522593,1.913142846288448,0.9301103228624631,1.9117271997498368,-8.88466739654541,-2.7485553741455075,-0.29150351881980896,3.3705961227416945,11.800046920776367,11.800046920776367,882.0,4.0,0.0,1.506327600635322,0.006831417689956108,0.0,9,5,5,0.9353881278538811,False,True
A032,MONTE ALEGRE DE GOIAS,GO,CO,-13.24805555,-46.88972221,1253.0,149840,19,2007,2025,26.51679123909284,25.50781570443226,-1.008975539603364,1.707450757057093,2.073872266808963,0.9065894212147432,1.811887537662051,-12.82930850982666,-3.6535162687301637,-1.2268794775009155,2.26929734945297,10.229148864746094,12.82930850982666,1.314735718099306,0.005339028296849973,0.0,1,False,0.6206705563925294,True,0,0.0,0.0,0.0,3.1086244689504383e-15,-2.220446049250313e-15,1970.0,8.0,0.0,149840,19,2007,2025,26.51679123909284,25.50781570443226,-1.008975539603364,1.707450757057093,2.07387226680896,0.9065894212147454,1.8118875376620494,-12.82930850982666,-3.6535162687301637,-1.2268794775009155,2.26929734945297,10.229148864746094,12.82930850982666,1970.0,8.0,0.0,1.314735718099306,0.005339028296849973,0.0,19,17,12,0.9569310897435898,False,True
A033,PIRES DO RIO,GO,CO,-17.30416666,-48.28416666,752.0,154155,19,2007,2025,24.12517465670803,23.44033847456952,-0.6848361874171661,1.4771508110891458,1.8415936292572057,0.9474457015904147,1.7095278441201571,-8.677490234375,-3.2120273351669315,-0.794430136680603,2.2698637008666958,11.693408966064453,11.693408966064453,0.7901138464532451,0.0038921864357302715,0.0,1,False,0.0,True,0,0.0,-1.1102230246251565e-16,0.0,-6.417089082333405e-14,1.9984014443252818e-15,1218.0,6.0,0.0,154155,19,2007,2025,24.12517465670803,23.44033847456952,-0.684836187417166,1.4771508110891458,1.8415936292572699,0.9474457015904127,1.709527844120156,-8.677490234375,-3.2120273351669315,-0.794430136680603,2.2698637008666958,11.693408966064453,11.693408966064453,1218.0,6.0,0.0,0.7901138464532451,0.0038921864357302715,0.0,19,19,15,0.9978310502283104,False,True
A034,CATALAO,GO,CO,-18.15777777,-47.92638888,890.0,152746,18,2008,2025,23.773810114833125,23.68512766618439,-0.0886824500890267,1.186552714501334,1.551108190406335,0.9286918737778802,1.5485760366323384,-7.67397403717041,-2.461074471473694,-0.15908165276050568,2.4673465490341187,11.89018440246582,11.89018440246582,0.6775954853154911,0.005237453026593168,0.0,1,False,0.3594728060848124,True,0,0.0,0.0,0.0,-6.994405055138486e-14,-4.3298697960381105e-15,1035.0,8.0,0.0,152746,18,2008,2025,23.773810114833125,23.68512766618439,-0.0886824500890267,1.186552714501334,1.551108190406405,0.9286918737778845,1.5485760366323422,-7.67397403717041,-2.461074471473694,-0.15908165276050568,2.4673465490341187,11.89018440246582,11.89018440246582,1035.0,8.0,0.0,0.6775954853154911,0.005237453026593168,0.0,18,18,16,0.9987461636350026,False,True
