codigo,estacao,uf,anos_total,anos_desempenho_extremo,bias_mediano_c,rmse_mediano_c,correlacao_mediana,bias_min_c,bias_max_c,rmse_max_c,pct_anos_desempenho_extremo,comportamento_persistente
A121,ITACOATIARA,AM,18,0,-0.058163042887201664,1.63329169747578,0.8208749698056774,-0.30172243291674067,0.11483092113071945,1.7988919468468207,0.0,False
A122,MAUES,AM,14,0,-0.230455429464423,1.9836485510642303,0.8109357885747119,-0.4597208674428926,0.08494384391552735,2.393428157506255,0.0,False
A123,PARINTINS,AM,18,0,-0.798358856403832,1.709819966837137,0.8483313459941937,-1.021275610331465,-0.523956993803601,1.8909793074593026,0.0,False
A124,URUCARA,AM,17,0,-0.8797635118292907,2.0755544738937712,0.8635862613048827,-1.2724861439842732,0.686174736872234,2.422909721409084,0.0,False
A125,RIO URUBU,AM,17,0,-0.08293307590764655,1.9172933673148633,0.8776024106948426,-0.30304313946559563,1.2722775036398983,2.382477799744959,0.0,False
A126,PRESIDENTE FIGUEIREDO,AM,16,0,-0.8423364201581094,2.2221643149767054,0.8608756054020326,-1.0243405126580065,-0.3090566797362294,2.4387517255493,0.0,False
A128,BARCELOS,AM,17,0,-0.5163712098371763,1.9607439764454717,0.8507359423932125,-1.011831070064694,0.27105179868640206,2.48285659463114,0.0,False
A133,MANICORE,AM,13,0,-0.6461516930043497,2.0501282604462228,0.8686149745525337,-0.9709118845406336,-0.14868624291722324,2.1758736151118825,0.0,False
A134,S. G. DA CACHOEIRA,AM,15,0,-0.5908570727939461,1.8077089778134305,0.8684880924130401,-0.9313159687425819,0.3183769019919205,1.9447957099104332,0.0,False
A135,BOA VISTA,RR,16,0,-1.0028824924664794,1.8247959542061398,0.908737425196687,-1.8317497047238158,-0.38126496261550114,2.232740752994516,0.0,False
A136,PORTO WALTER,AC,12,0,-0.5619226805912865,1.9417649079423653,0.8895947328584831,-0.8085526649908293,-0.23638736492312917,2.0908711422406254,0.0,False
A137,MARECHAL THAUMATURGO,AC,13,0,-0.6586911448908208,1.944924274582247,0.8894507617213544,-0.9135200600008709,-0.09581738928898556,2.4556931931950072,0.0,False
A138,FEIJO,AC,16,0,-0.36143587377864816,1.7170022427862426,0.889865839466328,-0.7019808215036321,0.15497183569035825,2.005371783044807,0.0,False
A140,EPITACIOLANDIA,AC,15,0,-0.035894101361713664,1.8004682346538168,0.9175077077364145,-0.481384302429275,0.47605777319107334,2.068704517172811,0.0,False
A144,NOVO ARIPUANA,AM,7,0,-0.65408765030712,2.0610414418283307,0.83560665040038,-0.8027079450610257,0.3407577869252918,2.5191197759810304,0.0,False
A201,BELEM,PA,23,0,-0.48518281111217576,1.7692735593842237,0.8751129686301307,-0.9199330374320397,-0.28936869663171116,2.439339920041562,0.0,False
A202,CASTANHAL,PA,23,0,-0.44012894390371976,1.412341116221455,0.9177322383961442,-0.7208861339222904,-0.17153922233960756,1.5755678751073687,0.0,False
A203,SAO LUIS,MA,23,0,-0.30003846974695497,1.6990529267249905,0.7974036878765036,-0.4756710827348988,0.8010164237633017,1.9529529938233732,0.0,False
A204,BALSAS,MA,18,0,-0.26440784112427196,2.0446004357723604,0.9250799768905676,-0.8301464651927113,-0.04974898530688738,2.2561806359019405,0.0,False
A205,CAROLINA,MA,19,0,-0.8227769525401905,1.8388473083784984,0.9264052761762732,-1.0508827678065282,-0.5628581589898013,1.9661799614728277,0.0,False
A206,CHAPADINHA,MA,17,0,-0.18512120736399512,1.4178171898572616,0.9449185905221653,-0.6184058717691244,0.5410513063740722,1.6044620069983089,0.0,False
A207,GRAJAU,MA,18,0,-0.7342985168028402,1.6770001291147811,0.933195169577077,-1.257861599068284,0.43553748577833173,1.985344289748724,0.0,False
A209,MEDICILANDIA,PA,18,0,-0.20045408753764055,1.4261700826561965,0.8917128486208952,-0.8908639369372436,1.0187179693154151,2.038010543703566,0.0,False
A210,PACAJA,PA,17,0,-0.5041751382589986,1.6324853859705608,0.8990943304564392,-1.03451146527978,0.7997706501908137,2.0898716078996817,0.0,False
A211,PLACAS,PA,17,0,-1.275151268483621,2.127401609354263,0.9132678060641237,-1.8411815557023699,-0.49650021853849247,2.5194187152701257,0.0,False
A212,PARAGOMINAS,PA,19,0,-0.6008099270365496,1.6071995659357947,0.922747729352255,-1.4181077816619336,0.06046086269012396,2.035763231847664,0.0,False
A213,TOME ACU,PA,18,0,0.08006925868946879,1.585227870061157,0.9046764028108534,-0.40129140314684403,1.086330534818748,1.8644455108629856,0.0,False
