codigo,ano,classificacao,lag_era5_h,n_pares,bias_c,rmse_c,correlacao
A355,2017,controle,4,7867,-0.7523654699325562,2.3918559551239014,0.7167853578205723
A355,2017,controle,5,7852,-0.748567521572113,2.549018144607544,0.6352683983541725
A355,2017,controle,6,7840,-0.7461608648300171,2.704678773880005,0.5498291985445368
A355,2017,controle,7,7828,-0.7439290285110474,2.848430871963501,0.46619498488259425
A355,2017,controle,8,7818,-0.7420007586479187,2.976470470428467,0.3881893909997024
A355,2017,controle,9,7808,-0.7408124804496765,3.0868935585021973,0.31831832302870733
A355,2017,controle,10,7800,-0.7391865849494934,3.1756513118743896,0.25987518821342054
A355,2017,controle,11,7796,-0.7371025085449219,3.2335972785949707,0.2204047627031109
A355,2017,controle,12,7793,-0.734868049621582,3.2677624225616455,0.19646758611624035
A355,2017,controle,13,7790,-0.7329576015472412,3.2793362140655518,0.18770707645852133
A355,2017,controle,14,7789,-0.7317208647727966,3.2678000926971436,0.1947362496811651
A355,2017,controle,15,7790,-0.731431245803833,3.2299346923828125,0.21938199938663133
A355,2017,controle,16,7793,-0.7327705025672913,3.165357828140259,0.2623099050978389
A355,2017,controle,17,7801,-0.7364856004714966,3.073395013809204,0.3233339286466328
A355,2017,controle,18,7808,-0.7403521537780762,2.955045461654663,0.399420552851753
A355,2017,controle,19,7815,-0.7444474697113037,2.8138272762298584,0.48621636428180875
A355,2017,controle,20,7823,-0.7493701577186584,2.659370183944702,0.5766046112095272
A355,2017,controle,21,7829,-0.7524664402008057,2.499704360961914,0.6631519612990462
A355,2017,controle,22,7835,-0.755361020565033,2.34623384475708,0.7409310052586708
A355,2017,controle,23,7845,-0.7582557201385498,2.2175519466400146,0.802004415380274
A355,2017,controle,24,7849,-0.7580100297927856,2.1390209197998047,0.8364752645128304
A316,2013,controle,-24,8708,-0.8652830123901367,1.7879371643066406,0.9321945538568429
A316,2013,controle,-23,8709,-0.8632588386535645,2.204620122909546,0.8859882013797107
A316,2013,controle,-22,8710,-0.8620365262031555,2.942525625228882,0.7806446417075786
A316,2013,controle,-21,8711,-0.8618744015693665,3.768057346343994,0.6270631635802342
A316,2013,controle,-20,8712,-0.8623416423797607,4.580568313598633,0.43904597151854
A316,2013,controle,-19,8713,-0.8634007573127747,5.3344902992248535,0.231911351614709
A316,2013,controle,-18,8714,-0.8648656606674194,6.007363319396973,0.020427237969074554
A316,2013,controle,-17,8715,-0.866966724395752,6.587686538696289,-0.18215911892834322
A316,2013,controle,-16,8716,-0.8692740797996521,7.06892204284668,-0.3644634308672909
A316,2013,controle,-15,8717,-0.8715946078300476,7.445417881011963,-0.5160896154723776
A316,2013,controle,-14,8718,-0.8739135265350342,7.711641311645508,-0.628115353189656
A316,2013,controle,-13,8719,-0.8761115074157715,7.865548610687256,-0.6947813766705303
A316,2013,controle,-12,8720,-0.8780310153961182,7.903421878814697,-0.7115412605778253
A316,2013,controle,-11,8722,-0.8786498308181763,7.823520660400391,-0.6766982358848328
A316,2013,controle,-10,8724,-0.8786437511444092,7.624107360839844,-0.5912244437074613
A316,2013,controle,-9,8726,-0.8782053589820862,7.304145812988281,-0.4586084958883856
A316,2013,controle,-8,8728,-0.8775666356086731,6.866402626037598,-0.28634928968016965
A316,2013,controle,-7,8730,-0.8767729997634888,6.317135334014893,-0.08531574010918078
A316,2013,controle,-6,8732,-0.8757917881011963,5.665478229522705,0.1313337256768893
A316,2013,controle,-5,8734,-0.8746173977851868,4.924524307250977,0.3489290841853895
A316,2013,controle,-4,8736,-0.8734130859375,4.112295627593994,0.5523741524953857
A316,2013,controle,-3,8738,-0.8719987273216248,3.254714012145996,0.7274416243245689
A316,2013,controle,-2,8740,-0.8705281615257263,2.4057531356811523,0.8605834611055061
A316,2013,controle,-1,8743,-0.8690667152404785,1.7081451416015625,0.9400714227898527
A316,2013,controle,0,8746,-0.867932915687561,1.5112298727035522,0.9575921052024724
A316,2013,controle,1,8743,-0.8669331073760986,2.004190444946289,0.9094999299927227
A316,2013,controle,2,8740,-0.8656927943229675,2.8188600540161133,0.8005269556656303
A316,2013,controle,3,8738,-0.8642536401748657,3.6918890476226807,0.6429223850161785
A316,2013,controle,4,8736,-0.8630942106246948,4.5328145027160645,0.45120540727898417
A316,2013,controle,5,8734,-0.861948549747467,5.3040618896484375,0.24085841700419705
A316,2013,controle,6,8732,-0.8610726594924927,5.9877471923828125,0.026777170536855528
A316,2013,controle,7,8730,-0.8605157136917114,6.574985027313232,-0.1779280466317106
A316,2013,controle,8,8728,-0.8602468967437744,7.060628890991211,-0.3616984611473427
A316,2013,controle,9,8726,-0.8600316643714905,7.4393439292907715,-0.5140997638770696
A316,2013,controle,10,8724,-0.859987735748291,7.706823825836182,-0.6265077082568645
A316,2013,controle,11,8722,-0.8603357672691345,7.861652851104736,-0.6933161558404308
A316,2013,controle,12,8720,-0.8611665368080139,7.900893211364746,-0.7103620207009333
A316,2013,controle,13,8719,-0.863408625125885,7.822783946990967,-0.6759988871305599
A316,2013,controle,14,8718,-0.865983784198761,7.625874042510986,-0.5914365565405145
A316,2013,controle,15,8717,-0.8688624501228333,7.309265613555908,-0.460155728640665
A316,2013,controle,16,8716,-0.8715086579322815,6.876394271850586,-0.2896813944728369
A316,2013,controle,17,8715,-0.8737310767173767,6.333930015563965,-0.09079598616170353
A316,2013,controle,18,8714,-0.8755598664283752,5.6919684410095215,0.12331769820812642
A316,2013,controle,19,8713,-0.8767832517623901,4.964410781860352,0.33827227561804446
A316,2013,controle,20,8712,-0.8773457407951355,4.172213554382324,0.5389308503422711
A316,2013,controle,21,8711,-0.8772570490837097,3.3470160961151123,0.7109157065998748
A316,2013,controle,22,8710,-0.8766023516654968,2.5514121055603027,0.8409501187294012
A316,2013,controle,23,8709,-0.8755278587341309,1.9315475225448608,0.9179100332837857
A316,2013,controle,24,8708,-0.8735854625701904,1.7696280479431152,0.9344284385705499
A316,2016,controle,-24,6960,-1.0835877656936646,1.8764781951904297,0.9373995410230941
A316,2016,controle,-23,6961,-1.0840047597885132,2.3144850730895996,0.8884087421650066
A316,2016,controle,-22,6963,-1.0843310356140137,3.0894150733947754,0.7766251999492606
A316,2016,controle,-21,6963,-1.085201621055603,3.9577560424804688,0.6132287224232041
A316,2016,controle,-20,6964,-1.0861018896102905,4.813318729400635,0.4128751322925002
A316,2016,controle,-19,6965,-1.08725905418396,5.60888671875,0.19148567246788964
A316,2016,controle,-18,6966,-1.0883641242980957,6.320842742919922,-0.035364252649114525
A316,2016,controle,-17,6967,-1.0890803337097168,6.935792922973633,-0.25307201278983493
A316,2016,controle,-16,6968,-1.089605450630188,7.445329189300537,-0.4486696810391242
A316,2016,controle,-15,6969,-1.0901618003845215,7.842196464538574,-0.6105773160420668
A316,2016,controle,-14,6970,-1.0903133153915405,8.119902610778809,-0.728876387450199
A316,2016,controle,-13,6971,-1.0902613401412964,8.275321960449219,-0.7969132155781241
A316,2016,controle,-12,6972,-1.0901585817337036,8.304935455322266,-0.8101092622537859
A316,2016,controle,-11,6973,-1.0898126363754272,8.20687484741211,-0.7670928165713699
A316,2016,controle,-10,6974,-1.089010238647461,7.982428550720215,-0.6702829416024374
A316,2016,controle,-9,6975,-1.0878559350967407,7.632691383361816,-0.5245788698106598
A316,2016,controle,-8,6976,-1.0863947868347168,7.162293434143066,-0.3387730814081511
A316,2016,controle,-7,6977,-1.0849180221557617,6.578845977783203,-0.12463082445198062
A316,2016,controle,-6,6978,-1.0836066007614136,5.892988681793213,0.10394449140467388
A316,2016,controle,-5,6978,-1.0820926427841187,5.118736743927002,0.33171410972677584
A316,2016,controle,-4,6979,-1.0813299417495728,4.273707866668701,0.5436902908569392
A316,2016,controle,-3,6981,-1.0809516906738281,3.387331485748291,0.7249748991290452
A316,2016,controle,-2,6980,-1.0802098512649536,2.516906261444092,0.8621166578806669
A316,2016,controle,-1,6981,-1.079862117767334,1.8046936988830566,0.9442534491939674
A316,2016,controle,0,6991,-1.0798290967941284,1.5981106758117676,0.9630128803482266
A316,2016,controle,1,6981,-1.0803908109664917,2.1013638973236084,0.9133457007288543
A316,2016,controle,2,6980,-1.0798909664154053,2.94490909576416,0.7996825492968603
A316,2016,controle,3,6981,-1.0789034366607666,3.858713150024414,0.6336670637346462
A316,2016,controle,4,6979,-1.0785117149353027,4.744699478149414,0.4301086342608335
A316,2016,controle,5,6978,-1.0777043104171753,5.560470104217529,0.20558093903765215
A316,2016,controle,6,6978,-1.0763647556304932,6.284721851348877,-0.023745455087045467
A316,2016,controle,7,6977,-1.0755187273025513,6.909124374389648,-0.2440172591203165
A316,2016,controle,8,6976,-1.0742415189743042,7.425179958343506,-0.44164289105395027
A316,2016,controle,9,6975,-1.0727959871292114,7.826496124267578,-0.60511110337155
A316,2016,controle,10,6974,-1.0717359781265259,8.107352256774902,-0.7245585798165358
A316,2016,controle,11,6973,-1.0709271430969238,8.265332221984863,-0.7934866164282003
A316,2016,controle,12,6972,-1.0708470344543457,8.297493934631348,-0.8074708274675
A316,2016,controle,13,6971,-1.0710805654525757,8.20240592956543,-0.7654408051005382
A316,2016,controle,14,6970,-1.0713239908218384,7.9810099601745605,-0.6697682331427582
A316,2016,controle,15,6969,-1.0716428756713867,7.635249614715576,-0.525677012295366
A316,2016,controle,16,6968,-1.0722559690475464,7.1702141761779785,-0.34190058234002796
A316,2016,controle,17,6967,-1.0727002620697021,6.594027996063232,-0.13022710930375464
A316,2016,controle,18,6966,-1.0733562707901,5.9179887771606445,0.09567552392210937
A316,2016,controle,19,6965,-1.0742921829223633,5.157155513763428,0.3207753765666928
A316,2016,controle,20,6964,-1.0753228664398193,4.331487655639648,0.5300663043154662
A316,2016,controle,21,6963,-1.07627272605896,3.474416494369507,0.708761447460991
A316,2016,controle,22,6963,-1.077756404876709,2.6510744094848633,0.8434869830829443
A316,2016,controle,23,6961,-1.0780324935913086,2.0065553188323975,0.9236296738375953
A316,2016,controle,24,6960,-1.078558325767517,1.833837628364563,0.9413661330058736
A610,2012,controle_sistematico,-24,8752,6.929843902587891,7.423447608947754,0.7867520587691323
A610,2012,controle_sistematico,-23,8753,6.929851531982422,7.423936367034912,0.7865007854052074
A610,2012,controle_sistematico,-22,8754,6.929860591888428,7.479471683502197,0.7601346948408508
A610,2012,controle_sistematico,-21,8755,6.9300103187561035,7.578027725219727,0.7129334081085312
A610,2012,controle_sistematico,-20,8756,6.930284023284912,7.705026626586914,0.6512284938919155
A610,2012,controle_sistematico,-19,8757,6.930603504180908,7.846519947052002,0.581237979983102
A610,2012,controle_sistematico,-18,8758,6.930765628814697,7.9898762702941895,0.5089180918381677
A610,2012,controle_sistematico,-17,8759,6.930873870849609,8.123598098754883,0.4402230181372997
A610,2012,controle_sistematico,-16,8760,6.93117618560791,8.240327835083008,0.3794095338991451
A610,2012,controle_sistematico,-15,8761,6.931358814239502,8.332843780517578,0.3305340759862436
A610,2012,controle_sistematico,-14,8762,6.93154239654541,8.398791313171387,0.295352658081412
A610,2012,controle_sistematico,-13,8763,6.931731224060059,8.438530921936035,0.27396976471495604
A610,2012,controle_sistematico,-12,8764,6.93224573135376,8.454890251159668,0.26533025395005594
A610,2012,controle_sistematico,-11,8765,6.93290376663208,8.4484224319458,0.2691075540899103
A610,2012,controle_sistematico,-10,8766,6.933821201324463,8.417547225952148,0.28620714694660665
A610,2012,controle_sistematico,-9,8767,6.934749126434326,8.357796669006348,0.3186410402745023
A610,2012,controle_sistematico,-8,8768,6.935939788818359,8.267507553100586,0.3671288192003987
A610,2012,controle_sistematico,-7,8769,6.93686056137085,8.146958351135254,0.4307205553343013
A610,2012,controle_sistematico,-6,8770,6.9374260902404785,8.002206802368164,0.5056504794950885
A610,2012,controle_sistematico,-5,8771,6.9378886222839355,7.8411078453063965,0.5873561870914964
A610,2012,controle_sistematico,-4,8772,6.938750267028809,7.674084186553955,0.6704199257438371
A610,2012,controle_sistematico,-3,8773,6.939719200134277,7.513573169708252,0.748520635872717
A610,2012,controle_sistematico,-2,8775,6.940813064575195,7.373228549957275,0.8155164234862285
A610,2012,controle_sistematico,-1,8777,6.941537380218506,7.269012451171875,0.8644152741365053
A610,2012,controle_sistematico,0,8780,6.94227933883667,7.217901229858398,0.8883182688131974
A610,2012,controle_sistematico,1,8777,6.942452430725098,7.230990409851074,0.882390524392468
A610,2012,controle_sistematico,2,8775,6.94301176071167,7.3057451248168945,0.8480982853219328
A610,2012,controle_sistematico,3,8773,6.943840503692627,7.428070068359375,0.7911316243984408
A610,2012,controle_sistematico,4,8772,6.944540500640869,7.579166889190674,0.7192644553022324
A610,2012,controle_sistematico,5,8771,6.945611953735352,7.743744373321533,0.6394194488946862
A610,2012,controle_sistematico,6,8770,6.946411609649658,7.907927989959717,0.5578664056613306
A610,2012,controle_sistematico,7,8769,6.947572708129883,8.060530662536621,0.4807030874558176
A610,2012,controle_sistematico,8,8768,6.94873571395874,8.193166732788086,0.41250755326344
A610,2012,controle_sistematico,9,8767,6.949617385864258,8.300620079040527,0.35642600693733417
A610,2012,controle_sistematico,10,8766,6.950287342071533,8.378918647766113,0.31510438127763796
A610,2012,controle_sistematico,11,8765,6.950634002685547,8.429682731628418,0.2880958717814024
A610,2012,controle_sistematico,12,8764,6.951210021972656,8.456090927124023,0.27419333644451654
A610,2012,controle_sistematico,13,8763,6.9515461921691895,8.458857536315918,0.2729051231253288
A610,2012,controle_sistematico,14,8762,6.951869487762451,8.43652057647705,0.28512168223682677
A610,2012,controle_sistematico,15,8761,6.952275276184082,8.386185646057129,0.31231398268539273
A610,2012,controle_sistematico,16,8760,6.9524970054626465,8.305468559265137,0.3553465296844715
A610,2012,controle_sistematico,17,8759,6.952573776245117,8.196785926818848,0.41254346288420846
A610,2012,controle_sistematico,18,8758,6.952116012573242,8.065526008605957,0.4804040347675526
A610,2012,controle_sistematico,19,8757,6.951517105102539,7.920164585113525,0.5542526180251952
A610,2012,controle_sistematico,20,8756,6.951025485992432,7.770747184753418,0.6287743032791979
A610,2012,controle_sistematico,21,8755,6.9506754875183105,7.6289753913879395,0.6981519686571525
A610,2012,controle_sistematico,22,8754,6.9506402015686035,7.508956432342529,0.7559704794886506
A610,2012,controle_sistematico,23,8753,6.950357913970947,7.423584938049316,0.7964269296428652
A610,2012,controle_sistematico,24,8752,6.949991703033447,7.387228012084961,0.8134141120479524
