ano,codigo,datetime_utc,grid_index,temp_inmet_c,temp_era5_c,erro_c,erro_abs,ranking
2003,A101,2003-07-01 20:00:00,5852,31.5,26.30874,-5.1912594,5.191259384155273,12
2003,A101,2003-04-28 16:00:00,5852,31.6,26.431787,-5.1682124,5.168212413787842,13
2003,A101,2003-03-09 18:00:00,5852,26.0,31.159082,5.1590824,5.159082412719727,14
2003,A101,2003-11-27 18:00:00,5852,33.0,27.876856,-5.123144,5.123144149780273,15
2003,A101,2003-11-25 19:00:00,5852,32.8,27.781641,-5.018359,5.018359184265137,16
2003,A101,2003-01-30 15:00:00,5852,30.1,25.151758,-4.9482417,4.948241710662842,17
2003,A101,2003-06-13 18:00:00,5852,31.6,26.657618,-4.9423823,4.942382335662842,18
2003,A101,2003-04-01 19:00:00,5852,31.2,26.332422,-4.8675776,4.86757755279541,19
2003,A101,2003-06-09 20:00:00,5852,30.5,25.666162,-4.8338375,4.833837509155273,20
2003,A201,2003-04-21 20:00:00,4932,32.4,26.310694,-6.0893064,6.089306354522705,1
2003,A201,2003-05-03 19:00:00,4932,32.5,26.962305,-5.537695,5.537694931030273,2
2003,A201,2003-07-21 20:00:00,4932,32.3,26.835596,-5.464404,5.464404106140137,3
2003,A201,2003-11-22 19:00:00,4932,25.8,31.259424,5.459424,5.459424018859863,4
2003,A201,2003-04-01 15:00:00,4932,30.7,25.467676,-5.2323236,5.23232364654541,5
2003,A201,2003-03-26 14:00:00,4932,29.7,24.500635,-5.1993647,5.19936466217041,6
2003,A201,2003-04-09 15:00:00,4932,31.7,26.509912,-5.1900873,5.19008731842041,7
2003,A201,2003-06-08 18:00:00,4932,33.1,27.96792,-5.1320796,5.132079601287842,8
2003,A201,2003-04-06 14:00:00,4932,30.5,25.429102,-5.070898,5.070898056030273,9
