rede,descricao_rede,codigo,variavel,descricao_variavel,n_anos,primeiro_ano,ultimo_ano,amplitude_anos,anos_faltantes_na_amplitude,valor_min_c,valor_mediano_c,valor_medio_c,valor_max_c,sen_slope_c_ano,sen_slope_c_decada,mk_s,mk_var_s,mk_z,mk_tau,mk_p,rho1_anos_consecutivos,n_pares_rho1,estacao,uf,regiao,mk_p_fdr,significativo_p05,significativo_fdr05,tendencia_mk_p05,tendencia_mk_fdr05,autocorrelacao_abs_ge_03
sensibilidade_10a,>=10 anos válidos,A342,tmax_era5,Máxima anual ERA5,11,2011,2024,14,3,35.614158630371094,36.714988708496094,36.67581523548473,37.402244567871094,0.0693359375,0.693359375,17.0,165.0,1.2455983106584367,0.3090909090909091,0.21291190281150457,-0.21665935832369643,7,CRATEUS,CE,Nordeste,0.4899263139963653,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A346,tmax_era5,Máxima anual ERA5,11,2009,2024,16,5,35.166893005371094,37.147605895996094,37.077226812189274,38.410545349121094,0.111083984375,1.11083984375,27.0,165.0,2.0240972548199596,0.4909090909090909,0.04296014602842507,0.47147095431246877,7,URUCUI,PI,Nordeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A348,tmax_era5,Máxima anual ERA5,11,2009,2023,15,4,33.632225036621094,34.487937927246094,34.575273687189274,35.623191833496094,0.03925432477678571,0.3925432477678571,15.0,165.0,1.0898985218261321,0.2727272727272727,0.2757578478275093,0.10070819559304818,6,CABACEIRAS,PB,Nordeste,0.5361947462101079,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A349,tmax_era5,Máxima anual ERA5,13,2009,2025,17,4,35.849266052246094,37.074607849121094,36.906751779409554,37.814842224121094,0.07618931361607142,0.7618931361607142,36.0,268.6666666666667,2.135311066302971,0.46153846153846156,0.03273560958832078,-0.15185574483224756,8,IBIMIRIM,PE,Nordeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A357,tmax_era5,Máxima anual ERA5,10,2009,2025,17,7,32.385887145996094,33.299217224121094,33.43041839599609,34.743553161621094,-0.007098858173076923,-0.07098858173076923,-1.0,125.0,0.0,-0.022222222222222223,1.0,-0.8324088463694841,7,PALMARES,PE,Nordeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A358,tmax_era5,Máxima anual ERA5,10,2009,2023,15,5,36.198631286621094,37.194969177246094,37.249778747558594,38.313865661621094,0.08878580729166667,0.8878580729166667,17.0,125.0,1.4310835055998654,0.37777777777777777,0.15240628395674935,-0.5519560958866121,6,JAGUARIBE,CE,Nordeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A363,tmax_era5,Máxima anual ERA5,10,2010,2025,16,6,37.612205505371094,38.313987731933594,38.203416442871095,38.769920349121094,0.0283203125,0.283203125,7.0,125.0,0.5366563145999494,0.15555555555555556,0.5915050369949166,-0.27919642818449947,7,VALENCA DO PIAUI,PI,Nordeste,0.7446004583347774,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A401,tmax_era5,Máxima anual ERA5,15,2004,2025,22,7,28.597558975219727,30.198389053344727,30.14998410542806,31.196680068969727,0.019566127232142856,0.19566127232142855,9.0,408.3333333333333,0.39589732744431483,0.08571428571428572,0.6921807727218765,-0.33677903896010386,11,SALVADOR,BA,Nordeste,0.8275233819133049,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A402,tmax_era5,Máxima anual ERA5,12,2007,2024,18,6,35.564353942871094,36.178611755371094,36.677513122558594,38.132713317871094,0.03600658069957387,0.36006580699573865,16.0,212.66666666666666,1.0285882219856124,0.24242424242424243,0.303673214899419,-0.4290266587853144,5,BARREIRAS,BA,Nordeste,0.5507293897328447,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A404,tmax_era5,Máxima anual ERA5,11,2007,2024,18,7,34.446678161621094,35.388572692871094,35.56189034201882,37.106834411621094,0.10578264508928571,1.0578264508928572,19.0,165.0,1.4012980994907414,0.34545454545454546,0.16112494928905177,0.7292367692672005,6,LUIZ EDUARDO MAGALHAES,BA,Nordeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A407,tmax_era5,Máxima anual ERA5,12,2004,2022,19,7,29.700830459594727,32.14980411529541,32.242618242899574,34.455467224121094,0.0182861328125,0.182861328125,4.0,212.66666666666666,0.20571764439712248,0.06060606060606061,0.8370114751054462,-0.10982895633340498,6,ITIRUCU,BA,Nordeste,0.922703108519244,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A408,tmax_era5,Máxima anual ERA5,16,2004,2025,22,6,35.051658630371094,37.558372497558594,37.28295135498047,39.471336364746094,0.02535400390625,0.2535400390625,6.0,493.3333333333333,0.2251125844453741,0.05,0.8218916912511594,-0.21938975774859484,11,ITABERABA,BA,Nordeste,0.922703108519244,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A409,tmax_era5,Máxima anual ERA5,11,2004,2020,17,6,28.034570693969727,28.920557022094727,29.124325665560637,30.506494522094727,0.0899810791015625,0.899810791015625,11.0,165.0,0.778498944161523,0.2,0.43627492884052926,-0.2564224401780913,9,ARACAJU,SE,Nordeste,0.6574847519146004,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A414,tmax_era5,Máxima anual ERA5,13,2008,2025,18,5,31.338769912719727,32.859275817871094,32.98016357421875,35.209617614746094,0.040417262486049106,0.40417262486049105,8.0,268.6666666666667,0.4270622132605941,0.10256410256410256,0.6693340144640528,-0.26221836952947286,9,VITORIA DA CONQUISTA,BA,Nordeste,0.80925129432377,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A416,tmax_era5,Máxima anual ERA5,10,2010,2025,16,6,36.384910583496094,37.201438903808594,37.40075531005859,38.468650817871094,0.037890625,0.37890625,9.0,125.0,0.7155417527999327,0.2,0.4742743507673296,0.21675904534616602,4,CORRENTINA,BA,Nordeste,0.6766314070947236,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A417,tmax_era5,Máxima anual ERA5,10,2008,2025,18,8,34.469871520996094,35.432640075683594,35.6331283569336,37.517723083496094,-0.00458984375,-0.0458984375,-1.0,125.0,0.0,-0.022222222222222223,1.0,-0.27429426531377693,5,ITABAIANINHA,SE,Nordeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A424,tmax_era5,Máxima anual ERA5,11,2009,2025,17,6,32.470848083496094,35.428855895996094,35.02664531360973,36.373191833496094,0.072662353515625,0.72662353515625,15.0,165.0,1.0898985218261321,0.2727272727272727,0.2757578478275093,-0.0242887407936701,7,IRECE,BA,Nordeste,0.5361947462101079,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A425,tmax_era5,Máxima anual ERA5,10,2009,2023,15,5,31.724756240844727,33.469383239746094,33.53991584777832,35.193748474121094,0.0681847163609096,0.681847163609096,13.0,125.0,1.073312629199899,0.28888888888888886,0.2831308706623467,0.3810452227821616,5,LENCOIS,BA,Nordeste,0.5361947462101079,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A426,tmax_era5,Máxima anual ERA5,10,2009,2025,17,7,34.943504333496094,36.408836364746094,36.29990081787109,37.240379333496094,0.05723987926136364,0.5723987926136364,17.0,125.0,1.4310835055998654,0.37777777777777777,0.15240628395674935,-0.1334741502269269,5,GUANAMBI,BA,Nordeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A430,tmax_era5,Máxima anual ERA5,14,2009,2023,15,1,29.019189834594727,31.069726943969727,31.047213281903947,33.618797302246094,0.07087053571428571,0.7087053571428571,19.0,333.6666666666667,0.9854080226124461,0.2087912087912088,0.3244236905215786,-0.08121020934648268,12,PIATA,BA,Nordeste,0.5649467500314262,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A433,tmax_era5,Máxima anual ERA5,14,2009,2024,16,2,33.974998474121094,35.731590270996094,36.20761217389788,39.486961364746094,0.1568603515625,1.568603515625,23.0,333.6666666666667,1.2043875831929896,0.25274725274725274,0.22843980898867525,0.20776035484043437,11,BRUMADO,BA,Nordeste,0.5130645276787292,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A434,tmax_era5,Máxima anual ERA5,13,2009,2025,17,4,32.754295349121094,33.960594177246094,34.14595325176533,36.565818786621094,0.04264137961647727,0.4264137961647727,10.0,268.6666666666667,0.5490799884779067,0.1282051282051282,0.5829505577618919,-0.09744222786289865,9,AMARGOSA,BA,Nordeste,0.7446004583347774,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A437,tmax_era5,Máxima anual ERA5,10,2009,2024,16,6,28.923974990844727,30.818994522094727,30.731665229797365,32.150535583496094,0.07466264204545454,0.7466264204545454,23.0,125.0,1.9677398201998149,0.5111111111111111,0.04909798160926562,0.2454636687624622,6,UNA,BA,Nordeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A441,tmax_era5,Máxima anual ERA5,10,2009,2019,11,1,35.488670349121094,37.664817810058594,37.377244567871095,38.414939880371094,0.0692138671875,0.692138671875,9.0,125.0,0.7155417527999327,0.2,0.4742743507673296,-0.37984857993096666,8,SERRINHA,BA,Nordeste,0.6766314070947236,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A442,tmax_era5,Máxima anual ERA5,10,2009,2025,17,7,33.925437927246094,35.243309020996094,35.2665512084961,36.302146911621094,0.0033203125,0.033203125,3.0,125.0,0.17888543819998318,0.06666666666666667,0.8580276569875213,-0.30469088862678195,6,EUCLIDES DA CUNHA,BA,Nordeste,0.922703108519244,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A502,tmax_era5,Máxima anual ERA5,15,2009,2025,17,2,29.374658584594727,30.758691787719727,31.146207555135092,33.525047302246094,0.10504150390625,1.0504150390625,33.0,408.3333333333333,1.5835893097772593,0.3142857142857143,0.11328720822235328,0.2547670290795258,12,BARBACENA,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A505,tmax_era5,Máxima anual ERA5,17,2003,2024,22,5,30.789209365844727,33.899314880371094,33.76970537971048,36.587791442871094,0.1596294545872326,1.5962945458723259,68.0,589.3333333333334,2.759906057814976,0.5,0.005781798478456614,0.6159362910642361,13,ARAXA,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A506,tmax_era5,Máxima anual ERA5,16,2004,2025,22,6,33.886375427246094,35.826683044433594,35.738792419433594,37.821678161621094,0.0369720458984375,0.369720458984375,14.0,493.3333333333333,0.5852927195579727,0.11666666666666667,0.5583509093759853,-0.2759645261536352,12,MONTES CLAROS,MG,Sudeste,0.7375746580645732,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A507,tmax_era5,Máxima anual ERA5,18,2007,2025,19,1,32.295555114746094,35.047752380371094,35.05414072672526,38.494041442871094,0.11015973772321429,1.1015973772321428,51.0,697.0,1.8938850476964255,0.3333333333333333,0.05824026959156134,0.17243134922714606,16,UBERLANDIA,MG,Sudeste,0.3429541354115322,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A508,tmax_era5,Máxima anual ERA5,13,2004,2025,22,9,34.284568786621094,35.141014099121094,35.415559621957634,37.628318786621094,0.043287797407670456,0.4328779740767046,18.0,268.6666666666667,1.0371510893471572,0.23076923076923078,0.29966544843430204,0.04750902884941816,8,ALMENARA,MG,Sudeste,0.5507293897328447,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A509,tmax_era5,Máxima anual ERA5,18,2007,2025,19,1,28.181055068969727,29.858789443969727,30.058550516764324,32.261131286621094,0.109832763671875,1.09832763671875,51.0,697.0,1.8938850476964255,0.3333333333333333,0.05824026959156134,0.24395164297938263,16,MONTE VERDE,MG,Sudeste,0.3429541354115322,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A510,tmax_era5,Máxima anual ERA5,16,2008,2025,18,2,30.431055068969727,32.527732849121094,32.86463212966919,35.391502380371094,0.12365964253743489,1.2365964253743489,38.0,493.3333333333333,1.6658331248957683,0.31666666666666665,0.0957466564738153,0.05903376676239944,13,VICOSA,MG,Sudeste,0.4268705101124266,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A511,tmax_era5,Máxima anual ERA5,11,2007,2025,19,8,34.881004333496094,37.147117614746094,37.355302984064274,39.812156677246094,-0.09520128038194445,-0.9520128038194444,-13.0,165.0,-0.9341987329938275,-0.23636363636363636,0.3502013891792958,-0.47433093889939126,7,TIMOTEO,MG,Sudeste,0.5827253056774516,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A512,tmax_era5,Máxima anual ERA5,12,2008,2025,18,6,35.911033630371094,37.821434020996094,37.57470957438151,39.654197692871094,0.11092122395833334,1.1092122395833335,24.0,212.66666666666666,1.5771686070446058,0.36363636363636365,0.1147567343186491,0.2742434444611484,7,ITUIUTABA,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A513,tmax_era5,Máxima anual ERA5,15,2007,2025,19,4,29.065820693969727,31.398340225219727,31.289615631103516,33.408592224121094,0.059651692708333336,0.5965169270833334,17.0,408.3333333333333,0.7917946548886297,0.1619047619047619,0.42848041949799653,0.1201562075290698,12,OURO BRANCO,MG,Sudeste,0.6574847519146004,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A515,tmax_era5,Máxima anual ERA5,14,2007,2024,18,4,30.642480850219727,33.969993591308594,33.223185539245605,35.652732849121094,0.183837890625,1.83837890625,41.0,333.6666666666667,2.1897956058054358,0.45054945054945056,0.028539063570362466,0.17690080196596913,12,VARGINHA,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A516,tmax_era5,Máxima anual ERA5,14,2007,2025,19,5,31.633447647094727,34.510032653808594,34.393385887145996,36.684959411621094,0.15714518229166666,1.5714518229166665,39.0,333.6666666666667,2.080305825515164,0.42857142857142855,0.03749749081571985,0.10793026681164827,8,PASSOS,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A517,tmax_era5,Máxima anual ERA5,11,2007,2023,17,6,31.333887100219727,34.323875427246094,33.87902918728915,36.202781677246094,0.12579900568181818,1.2579900568181817,19.0,165.0,1.4012980994907414,0.34545454545454546,0.16112494928905177,0.02594423737619208,7,MURIAE,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A518,tmax_era5,Máxima anual ERA5,13,2008,2024,17,4,32.522850036621094,33.874900817871094,34.39439450777494,37.297752380371094,0.04616487943209135,0.4616487943209135,10.0,268.6666666666667,0.5490799884779067,0.1282051282051282,0.5829505577618919,0.057083671389603234,9,JUIZ DE FORA,MG,Sudeste,0.7446004583347774,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A519,tmax_era5,Máxima anual ERA5,12,2007,2025,19,7,35.133445739746094,37.309104919433594,37.50333023071289,40.650047302246094,0.0797000461154514,0.797000461154514,14.0,212.66666666666666,0.8914431257208641,0.21212121212121213,0.37269149047151834,-0.7669863259969184,5,CAMPINA VERDE,MG,Sudeste,0.5827253056774516,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A520,tmax_era5,Máxima anual ERA5,14,2008,2025,18,4,34.088523864746094,36.880760192871094,36.81175558907645,39.676170349121094,0.10225423177083333,1.0225423177083333,25.0,333.6666666666667,1.3138773634832615,0.27472527472527475,0.18888747753953772,0.2981192758820371,10,CONCEICAO DAS ALAGOAS,MG,Sudeste,0.4899263139963653,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A521,tmax_era5,Máxima anual ERA5,18,2007,2025,19,1,29.433496475219727,32.956077575683594,32.67531659868028,35.364891052246094,0.144134521484375,1.44134521484375,39.0,697.0,1.4393526362492834,0.2549019607843137,0.15005063655725911,0.32785406350656127,16,PAMPULHA,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A522,tmax_era5,Máxima anual ERA5,12,2007,2025,19,7,36.090721130371094,37.544212341308594,37.76109059651693,39.755027770996094,0.02161310369318182,0.21613103693181818,6.0,212.66666666666666,0.34286274066187084,0.09090909090909091,0.7317017232242102,-0.15349532201492488,8,SERRA DOS AIMORES,MG,Sudeste,0.8464009122701674,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A523,tmax_era5,Máxima anual ERA5,12,2008,2023,16,4,30.525293350219727,33.947898864746094,33.725019454956055,37.433494567871094,0.317484458287557,3.1748445828755703,34.0,212.66666666666666,2.2628940883683475,0.5151515151515151,0.02364221890919849,0.4640912078331305,9,PATROCINIO,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A524,tmax_era5,Máxima anual ERA5,13,2007,2025,19,6,30.565332412719727,33.675682067871094,33.29557448167067,36.519432067871094,0.1881912549336751,1.881912549336751,24.0,268.6666666666667,1.403204414999095,0.3076923076923077,0.16055589143580892,0.3226198955250035,9,FORMIGA,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A525,tmax_era5,Máxima anual ERA5,15,2007,2025,19,4,32.559226989746094,34.395164489746094,34.84059092203776,38.076560974121094,0.1250762939453125,1.250762939453125,41.0,408.3333333333333,1.979486637221574,0.3904761904761905,0.047761242675103704,0.29743013184437395,11,SACRAMENTO,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A527,tmax_era5,Máxima anual ERA5,10,2007,2023,17,7,35.102439880371094,36.235252380371094,36.55370941162109,38.147117614746094,0.043146306818181816,0.4314630681818182,11.0,125.0,0.8944271909999159,0.24444444444444444,0.3710933695226976,-0.06594049833631513,6,TEOFILO OTONI,MG,Sudeste,0.5827253056774516,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A528,tmax_era5,Máxima anual ERA5,15,2007,2025,19,4,32.911521911621094,35.748435974121094,35.78525238037109,38.737693786621094,0.1150390625,1.150390625,25.0,408.3333333333333,1.1876919823329444,0.23809523809523808,0.2349547837033433,0.25914473857559545,11,TRES MARIAS,MG,Sudeste,0.5130645276787292,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A529,tmax_era5,Máxima anual ERA5,11,2009,2023,15,4,30.267480850219727,31.456933975219727,31.826983885331586,34.958396911621094,0.17608642578125,1.7608642578125,21.0,165.0,1.556997888323046,0.38181818181818183,0.11947098677170073,-0.10345649403217225,8,PASSA QUATRO,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A530,tmax_era5,Máxima anual ERA5,15,2007,2024,18,3,29.179346084594727,31.160791397094727,31.494351704915363,34.097557067871094,0.20487139775202826,2.0487139775202827,43.0,408.3333333333333,2.0784609690826525,0.4095238095238095,0.037666922228628705,0.5594437013506983,11,CALDAS,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A531,tmax_era5,Máxima anual ERA5,18,2008,2025,18,0,28.164697647094727,29.839746475219727,30.11435031890869,32.850975036621094,0.157745361328125,1.57745361328125,63.0,697.0,2.3484174591435676,0.4117647058823529,0.018853377367019176,0.21842845877115175,17,MARIA DA FE,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A532,tmax_era5,Máxima anual ERA5,11,2008,2025,18,7,35.075828552246094,37.884422302246094,37.536455327814274,39.653953552246094,0.08176491477272728,0.8176491477272728,5.0,165.0,0.3113995776646092,0.09090909090909091,0.7554968749288828,-0.5213661295816983,7,GOVERNADOR VALADARES,MG,Sudeste,0.8599804852913878,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A533,tmax_era5,Máxima anual ERA5,16,2008,2024,17,1,32.525291442871094,34.669822692871094,34.88677215576172,37.117820739746094,0.12711588541666669,1.271158854166667,36.0,493.3333333333333,1.5757880911176187,0.3,0.11507464782117936,0.23999375358488018,14,GUANHAES,MG,Sudeste,0.447801807115027,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A534,tmax_era5,Máxima anual ERA5,10,2008,2024,17,7,34.792625427246094,36.657249450683594,36.715232849121094,38.224021911621094,0.0877685546875,0.877685546875,7.0,125.0,0.5366563145999494,0.15555555555555556,0.5915050369949166,0.26257923333711136,5,AIMORES,MG,Sudeste,0.7446004583347774,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A535,tmax_era5,Máxima anual ERA5,14,2009,2025,17,3,30.731836318969727,33.807640075683594,33.56962081364223,36.357810974121094,0.2713216145833333,2.713216145833333,37.0,333.6666666666667,1.9708160452248922,0.4065934065934066,0.04874492073970655,0.46146074843663426,10,FLORESTAL,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A536,tmax_era5,Máxima anual ERA5,12,2008,2025,18,6,32.353904724121094,35.861473083496094,35.52160898844401,38.154197692871094,0.2132510230654762,2.132510230654762,28.0,212.66666666666666,1.8514587995741025,0.42424242424242425,0.06410357671243593,0.4771481233191576,6,DORES DO INDAIA,MG,Sudeste,0.3429541354115322,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A537,tmax_era5,Máxima anual ERA5,14,2008,2025,18,4,29.812646865844727,32.193992614746094,32.13013308388846,33.966697692871094,0.03138950892857143,0.3138950892857143,5.0,333.6666666666667,0.21897956058054358,0.054945054945054944,0.8266659696701553,0.16930833294150355,9,DIAMANTINA,MG,Sudeste,0.922703108519244,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A538,tmax_era5,Máxima anual ERA5,15,2007,2025,19,4,32.559959411621094,35.189109802246094,35.57545420328776,37.898338317871094,0.08327229817708333,0.8327229817708333,23.0,408.3333333333333,1.0887176504718656,0.21904761904761905,0.2762784158080179,0.27472918380625694,10,CURVELO,MG,Sudeste,0.5361947462101079,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A539,tmax_era5,Máxima anual ERA5,15,2008,2025,18,3,35.383201599121094,38.094139099121094,37.90890146891276,39.597801208496094,0.045200892857142856,0.45200892857142855,9.0,408.3333333333333,0.39589732744431483,0.08571428571428572,0.6921807727218765,-0.29191830705689753,13,MOCAMBINHO,MG,Sudeste,0.8275233819133049,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A540,tmax_era5,Máxima anual ERA5,14,2008,2025,18,4,34.516014099121094,35.477561950683594,35.90423257010324,37.924461364746094,0.0018310546875,0.018310546875,1.0,333.6666666666667,0.0,0.01098901098901099,1.0,-0.25448910606504055,9,MANTENA,MG,Sudeste,1.0,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A541,tmax_era5,Máxima anual ERA5,13,2008,2025,18,5,31.837549209594727,33.633689880371094,33.65506172180176,35.283348083496094,0.0306396484375,0.306396484375,8.0,268.6666666666667,0.4270622132605941,0.10256410256410256,0.6693340144640528,-0.047767241679230486,10,CAPELINHA,MG,Sudeste,0.80925129432377,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A542,tmax_era5,Máxima anual ERA5,12,2008,2025,18,6,32.827049255371094,36.371849060058594,35.97007497151693,37.552879333496094,-0.07210673983134921,-0.7210673983134921,-10.0,212.66666666666666,-0.6171529331913674,-0.15151515151515152,0.5371338571769024,-0.7774134180072119,6,UNAI,MG,Sudeste,0.7229348769550762,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A546,tmax_era5,Máxima anual ERA5,11,2008,2024,17,6,31.400537490844727,35.395652770996094,34.97646349126642,37.363182067871094,0.23583984375,2.3583984375,31.0,165.0,2.335496832484569,0.5636363636363636,0.019517481182177766,0.12672904104179214,7,GUARDA-MOR,MG,Sudeste,0.32834275201196383,True,False,crescente,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A547,tmax_era5,Máxima anual ERA5,10,2008,2023,16,6,36.167625427246094,38.953025817871094,38.57162933349609,39.751609802246094,0.08406575520833333,0.8406575520833333,11.0,125.0,0.8944271909999159,0.24444444444444444,0.3710933695226976,-0.8084421796904153,4,SAO ROMAO,MG,Sudeste,0.5827253056774516,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A548,tmax_era5,Máxima anual ERA5,10,2008,2023,16,6,35.123924255371094,36.690574645996094,36.627122497558595,38.444480895996094,0.060791015625,0.60791015625,7.0,125.0,0.5366563145999494,0.15555555555555556,0.5915050369949166,-0.9688996913550123,4,CHAPADA GAUCHA,MG,Sudeste,0.7446004583347774,False,False,sem_tendencia_significativa,sem_tendencia_significativa,True
sensibilidade_10a,>=10 anos válidos,A550,tmax_era5,Máxima anual ERA5,15,2008,2024,17,2,34.943992614746094,36.647361755371094,36.86065928141276,39.246482849121094,0.096337890625,0.96337890625,21.0,408.3333333333333,0.989743318610787,0.2,0.3222995958719193,-0.031696623090140257,13,ITAOBIM,MG,Sudeste,0.5649467500314262,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
sensibilidade_10a,>=10 anos válidos,A551,tmax_era5,Máxima anual ERA5,13,2008,2025,18,5,33.223289489746094,34.911521911621094,34.950096130371094,36.777000427246094,0.09430948893229166,0.9430948893229165,20.0,268.6666666666667,1.1591688645644698,0.2564102564102564,0.2463873600292466,0.17761812346318412,9,RIO PARDO DE MINAS,MG,Sudeste,0.5272689504625877,False,False,sem_tendencia_significativa,sem_tendencia_significativa,False
