ano,codigo,estacao,uf,regiao,latitude_inmet,longitude_inmet,altitude_inmet_m,latitude_era5,longitude_era5,grid_index,distancia_centro_km,cobertura_temp,n_pares,dias_equivalentes,media_inmet_c,media_era5_c,bias_c,mae_c,rmse_c,correlacao_pearson,desvio_erro_c,erro_min_c,erro_p05_c,erro_mediana_c,erro_p95_c,erro_max_c,erro_abs_max_c,n_abs_erro_gt10,pct_abs_erro_gt10,n_abs_erro_gt20,pct_abs_erro_gt20,temp_inmet_min_c,temp_inmet_max_c,temp_era5_min_c,temp_era5_max_c,observacoes_inmet,pareamento_completo,anos_metricas,bias_mediana_estacao,rmse_mediana_estacao,correlacao_mediana_estacao,desvio_bias_mediana_estacao,desvio_rmse_mediana_estacao,flag_poucos_pares,flag_cobertura_baixa,flag_bias_extremo,flag_rmse_extremo,flag_correlacao_baixa,flag_salto_bias_historico,flag_salto_rmse_historico,n_flags,flag_investigar,motivos_flag,prioridade_diagnostico
2008,A101,MANAUS,AM,N,-3.10333333,-60.01638888,61.25,-3.0,-60.0,5852,11.633371062005196,0.6278460837887068,5515,229.79166666666666,27.644460551174575,25.519684090359256,-2.124776470668235,2.2132030180914004,2.5469423642024167,0.8632967063860904,1.404492091456746,-7.463085651397705,-4.525117111206055,-2.033681869506836,-0.003158187866210721,4.89585018157959,7.463085651397705,0.0,0.0,0.0,0.0,23.0,35.79999923706055,22.146142959594727,32.668846130371094,5515,True,26,-1.4371868482990986,2.0561563326964283,0.8712734996963911,-0.6875896223691362,0.49078603150598843,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.67171883487066
2011,A901,CUIABA,MT,CO,-15.55916666,-56.72944443,240.0,-15.5,-56.75,13915,6.937839647491648,0.5123287671232877,4488,187.0,27.32479944267375,25.390769335037884,-1.9340301283927974,2.2941748600429093,2.7089994917475257,0.9382981444923183,1.897105064744125,-9.082860946655273,-4.72047107219696,-2.0657711029052734,1.3428832471370693,5.944238662719727,9.082860946655273,0.0,0.0,0.0,0.0,10.699999809265137,38.900001525878906,10.979410171508789,35.549217224121094,4488,True,24,-1.6430817275552965,2.5500440975590903,0.9190372262794646,-0.29094840083750095,0.1589553941884354,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.64302962014031
2021,A731,MARACAJU,MS,CO,-21.60916666,-55.17749999,388.94,-21.5,-55.25,17785,14.26774324204478,0.0160958904109589,141,5.875,26.057446675943144,27.350372882599526,1.2929260588072715,2.870021007690869,3.3247001513164536,0.9816306668385194,3.073920525589344,-3.2642695903778076,-2.9973647594451904,1.5807132720947266,6.131006240844727,7.730191230773926,7.730191230773926,0.0,0.0,0.0,0.0,12.800000190734863,37.79999923706055,18.32608985900879,35.119529724121094,141,True,19,0.24099157119411485,2.2470923010063935,0.9440453467051065,1.0519344876131567,1.0776078503100601,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.61762621012372
2016,A428,SENHOR DO BONFIM,BA,NE,-10.44305555,-40.14833333,539.0,-10.5,-40.25,10761,12.793408086916552,0.5885701275045537,5170,215.41666666666666,25.194429402747975,23.151161918049855,-2.04326748207942,2.1223007671636878,2.5448119440136265,0.9352930201516189,1.5170929454767874,-8.59462833404541,-4.813027024269104,-1.8657222390174866,0.14618202671408684,4.585254192352295,8.59462833404541,0.0,0.0,0.0,0.0,16.100000381469727,38.5,14.626062393188477,33.990135192871094,5170,True,18,-1.8352332326951455,2.296154495620242,0.9505353510546668,-0.20803424938427462,0.24865744839338433,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.58807942609305
2025,A415,SANTA RITA DE CASSIA,BA,NE,-11.00333333,-44.53638888,450.0,-11.0,-44.5,11066,3.989157363235379,0.220662100456621,1933,80.54166666666667,32.30874285374783,30.160103234983268,-2.148639648490399,2.241907786873405,2.4357781538028385,0.9235916167819196,1.147625471450627,-7.235790729522705,-3.6774526596069337,-2.2682766914367676,-0.11528282016515978,3.354295253753662,7.235790729522705,0.0,0.0,0.0,0.0,24.799999237060547,40.0,22.309717178344727,38.070945739746094,1933,True,18,-0.18790660528317926,2.0123357245546094,0.9373642526477992,-1.9607330432072196,0.42344242924822906,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.58441780229325
2018,A111,LABREA,AM,N,-7.43527777,-64.7886111,64.0,-7.5,-64.75,8731,8.361546369691709,0.2062785388127853,1807,75.29166666666667,30.253901472656384,28.357528150312532,-1.8963733429684344,2.223737330151133,2.6874785299407016,0.7431069565017601,1.9048141421150164,-8.829540252685547,-5.031293630599976,-1.8744643926620483,1.2242191553115758,7.459959506988525,8.829540252685547,0.0,0.0,0.0,0.0,19.799999237060547,37.099998474121094,22.7570743560791,34.434471130371094,1807,True,18,-0.6479262238454804,1.905557248738814,0.8765199387299448,-1.248447119122954,0.7819212812018876,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.58385187290914
2024,A612,VITORIA,ES,SE,-20.27083332,-40.30583333,9.0,-20.25,-40.25,17040,6.2680590982351285,0.5955145719489982,5231,217.95833333333334,26.72532976829078,24.953785276987247,-1.771544488365266,2.2064554273709724,2.7954317763527214,0.8615263369219471,2.1626287309256402,-7.62709903717041,-5.477821111679077,-1.4071773290634155,1.5229740142822266,3.8526370525360107,7.62709903717041,0.0,0.0,0.0,0.0,15.899999618530273,38.0,18.653268814086914,31.493066787719727,5231,True,20,-1.022140336603595,2.438749977425835,0.8733863379896141,-0.749404151761671,0.35668179892688645,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.566976264718
2022,A041,MARIANOPOLIS DO TO,TO,N,-9.57638888,-49.72333332,186.69,-9.5,-49.75,10079,8.983328569479147,0.1110730593607306,973,40.541666666666664,33.02589921078971,30.839568795795184,-2.186330480956188,2.213644409564181,2.3769997624079284,0.9456316812354015,0.9332641907088283,-5.657714366912842,-3.6139612674713137,-2.2203762531280518,-0.641732406616211,2.760385513305664,5.657714366912842,0.0,0.0,0.0,0.0,21.299999237060547,39.20000076293945,21.633554458618164,36.208641052246094,973,True,14,0.22877116238805364,2.191138225529562,0.919155290682022,-2.415101643344242,0.18586153687836626,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.56333024336412
2018,A922,VILA BELA DA SANTISSIMA TRINDADE,MT,CO,-15.06277777,-59.87277777,222.0,-15.0,-59.75,13581,14.919007909943955,0.6455479452054794,5655,235.625,27.240654290028107,26.242084820559338,-0.9985694693890174,2.6096669494920057,3.5630009186680853,0.6336398383811268,3.420512170668026,-15.055419921875,-7.351557397842408,-0.6594722867012024,4.277539253234865,10.55912971496582,15.055419921875,86.0,1.5207780725022104,0.0,0.0,10.600000381469727,39.900001525878906,13.272119522094727,36.569236755371094,5655,True,19,-0.697392722383218,2.008447457961452,0.9340680327752987,-0.30117674700579933,1.5545534607066331,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.56157038805709
2020,A443,DELFINO,BA,NE,-10.455,-41.20694444,646.24,-10.5,-41.25,10757,6.870270687706718,0.7928051001821493,6964,290.1666666666667,24.909735779458252,22.918388323972856,-1.9913474606399972,2.2253698583915256,2.551482768674009,0.9322476082745424,1.5952946610941348,-8.158397674560547,-4.375934839248657,-2.101729989051819,0.9663871020078638,7.549023628234863,8.158397674560547,0.0,0.0,0.0,0.0,13.800000190734863,37.400001525878906,13.875238418579102,33.792625427246094,6964,True,16,-2.002397049063761,2.5957494155153142,0.9338354816824028,0.011049588423763579,-0.044266646841305324,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.542830229314
2021,A910,APIACAS,MT,CO,-9.56333333,-57.3936111,217.75,-9.5,-57.5,10048,13.627337413181277,0.0777397260273972,681,28.375,28.08164457637658,26.214808003317767,-1.8668366388360342,2.203548469562248,2.673570652312227,0.7647621817757746,1.915277425314035,-7.668993949890137,-4.975390434265137,-1.8142573833465576,1.1588871479034424,6.83750057220459,7.668993949890137,0.0,0.0,0.0,0.0,21.200000762939453,34.29999923706055,21.295068740844727,31.831201553344727,681,True,19,-1.0640658936400889,2.283094692298901,0.8896609796033006,-0.8027707451959454,0.3904759600133261,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.54040729114826
2006,A602,MARAMBAIA,RJ,SE,-23.05,-43.6,9.7,-23.0,-43.5,18798,11.646404466243496,0.5098173515981735,4466,186.08333333333334,20.851522614376137,22.49048364445387,1.638961029292594,2.246496955310404,2.8999433683321474,0.834127958772933,2.392647098515116,-8.489599227905273,-1.730087697505951,1.5124073028564453,5.688818693161011,11.83945369720459,11.83945369720459,5.0,0.11195700850873264,0.0,0.0,10.399999618530273,39.5,15.544626235961914,34.619529724121094,4466,True,24,-0.21575022979231567,1.7659527912209427,0.8960312769256078,1.8547112590849097,1.1339905771112047,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.53890439762473
2021,A439,IBOTIRAMA,BA,NE,-12.19305555,-43.21333333,425.12,-12.25,-43.25,11876,7.481425848903389,0.3715753424657534,3255,135.625,29.112380929293536,27.262863410562964,-1.8495175434875168,2.2359445295108484,2.6881025639657246,0.9070376976222853,1.9509868364958443,-8.28652286529541,-4.607515621185303,-2.010985851287842,1.367690801620482,8.32451057434082,8.32451057434082,0.0,0.0,0.0,0.0,19.799999237060547,39.400001525878906,19.59812355041504,36.829002380371094,3255,True,18,-1.4712513131266078,2.371185561844311,0.9305181323549636,-0.378266230360909,0.3169170021214134,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.53762010745325
2022,A321,PATOS,PB,NE,-7.07972221,-37.27277777,263.66,-7.0,-37.25,8519,9.21421790265546,0.2426940639269406,2126,88.58333333333333,31.145719642136754,29.18855067097905,-1.9571689910874193,2.179620737585528,2.518968318597807,0.8899196673700793,1.5861507855158579,-8.238134384155273,-4.114746451377869,-2.2323970794677734,0.9225096553564072,3.5668461322784424,8.238134384155273,0.0,0.0,0.0,0.0,22.600000381469727,39.20000076293945,19.626611709594727,36.018699645996094,2126,True,19,-1.4924244437611063,1.9262224764269806,0.9592355524120919,-0.464744547326313,0.5927458421708263,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.47613730968521
2008,A026,MINEIROS,GO,CO,-17.45472222,-52.60111111,862.0,-17.5,-52.5,15220,11.847053410385463,0.7404371584699454,6504,271.0,23.927613766200675,23.57269044027997,-0.3549233373416734,2.167857730839915,4.113114869152383,0.7360310959045054,4.09808803038935,-7.178466320037842,-3.871061718463898,-0.89934042096138,3.049556005001068,34.18485641479492,34.18485641479492,163.0,2.506150061500615,94.0,1.4452644526445264,-9.699999809265137,33.29999923706055,11.387796401977539,34.808738708496094,6504,True,19,-0.3180007685563661,2.288227098201705,0.9339476577769606,-0.03692256878530731,1.8248877709506783,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.46803820649406
2025,A611,VALENCA,RJ,SE,-22.35805555,-43.69555555,370.0,-22.25,-43.75,18314,13.256602015722285,0.6495433789954338,5690,237.08333333333334,21.482759229998596,19.513671595853324,-1.9690876312159267,2.1761509986254333,2.483867027060141,0.9552775033356761,1.5141638756486606,-9.069189071655273,-4.18624210357666,-2.1280025243759155,0.7067383587360391,6.260010242462158,9.069189071655273,0.0,0.0,0.0,0.0,8.5,37.5,7.063134670257568,34.047264099121094,5690,True,20,-1.6930900669566245,2.2465834561787874,0.9523657402242741,-0.2759975642593022,0.23728357088135343,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.45295465827607
2010,A306,SOBRAL,CE,NE,-3.73166666,-40.34555555,109.62,-3.75,-40.25,6414,10.796868768394305,0.6552511415525114,5740,239.16666666666666,29.33637630582271,28.462746271272984,-0.8736300343945863,2.344086586571252,3.5473952170264824,0.6468626004761157,3.438436144172575,-15.28497314453125,-7.179697513580323,-0.6391851603984833,4.935250234603886,12.703514099121094,15.28497314453125,154.0,2.682926829268293,0.0,0.0,20.0,39.599998474121094,21.724512100219727,37.961082458496094,5740,True,22,-0.7332505929323154,1.5474924397267456,0.9573414868612694,-0.14037944146227088,1.9999027772997369,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.42102525142106
2021,A930,GAUCHA DO NORTE,MT,CO,-13.18472221,-53.2575,375.87,-13.25,-53.25,12480,7.303831870648383,0.045662100456621,400,16.666666666666668,29.569249906539916,27.78568997859955,-1.7835600255541795,2.1166150231267964,2.62342211976586,0.7385715158721681,1.9262745359089413,-7.607665538787842,-5.098651862144471,-1.7175533175468445,1.1036990880966184,6.714502334594727,7.607665538787842,0.0,0.0,0.0,0.0,23.5,36.79999923706055,22.527490615844727,34.563377380371094,400,True,18,-1.0292748334140869,2.0607995753777457,0.9290269697760573,-0.7542851921400926,0.5626225443881143,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.40698214532004
2019,A055,LAGOA DA CONFUSAO,TO,N,-10.828286,-49.847882,178.0,-10.75,-49.75,10884,13.78722516888732,0.5373287671232877,4707,196.125,26.585702146469774,27.976481611723095,1.3907794649885323,2.2258602143407713,3.0024727603509755,0.8518563331085541,2.661217717704035,-7.107226371765137,-2.386283826828003,0.9988773465156555,6.729184770584107,10.211328506469727,10.211328506469727,3.0,0.06373486297004462,0.0,0.0,11.899999618530273,38.70000076293945,20.664453506469727,38.410057067871094,4707,True,10,1.0699985954235056,2.704496777882808,0.8951341874066645,0.3207808695650267,0.29797598246816737,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.3932522253395
2023,A426,GUANAMBI,BA,NE,-14.20805555,-42.74972221,552.23,-14.25,-42.75,13166,4.664112587880738,0.7420091324200914,6500,270.8333333333333,27.04556922707191,24.992442534813513,-2.053126697172883,2.1294276844865148,2.3331641315289033,0.963904075470534,1.1083837928534597,-6.958614826202393,-3.7563124179840086,-2.0629879236221313,-0.4888668954372427,8.155125617980957,8.155125617980957,0.0,0.0,0.0,0.0,16.299999237060547,39.599998474121094,14.716073989868164,37.483787536621094,6500,True,18,-1.9172631908373026,2.3021434612378413,0.9551937193694324,-0.13586350633558064,0.031020670291062036,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.38629082870179
2022,A337,CARACOL,PI,NE,-9.28583333,-43.32444443,515.3,-9.25,-43.25,9944,9.089649043773012,0.7178082191780822,6288,262.0,28.13813612843288,26.377773048313518,-1.7603630820730505,2.2117242541116586,2.6234138994541656,0.8574826180764463,1.945256819066716,-7.982665538787842,-4.607062578201294,-1.8947505950927734,1.6740971088409422,11.192380905151367,11.192380905151367,1.0,0.015903307888040712,0.0,0.0,18.5,37.5,17.254281997680664,36.452781677246094,6288,True,17,-0.8077836652556442,2.119248404526853,0.9346277729068786,-0.9525794168174063,0.5041654949273124,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.38377698152722
2022,A718,RANCHARIA,SP,SE,-22.37277777,-50.97472221,398.75,-22.25,-51.0,18285,13.89771926272818,0.677054794520548,5931,247.125,20.72687573479955,22.06946354180881,1.342587804718984,2.261362811676011,3.0322232817577013,0.9205613006207384,2.7190223486396317,-6.307616710662842,-2.2149410247802734,0.9335941076278687,6.856836318969727,10.37753963470459,10.37753963470459,2.0,0.033721126285617936,0.0,0.0,1.600000023841858,35.599998474121094,6.277154445648193,34.183006286621094,5931,True,20,0.7814520883959926,2.8574497110632286,0.9304666272393973,0.5611357163229915,0.17477357069447264,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.37481108647668
2011,A861,RIO DO CAMPO,SC,S,-26.93749999,-50.14638888,592.0,-27.0,-50.25,21347,12.398940242780794,0.5038812785388128,4414,183.91666666666666,15.955550519301374,14.467579470900544,-1.4879710487708049,2.105999052773538,2.880130524104368,0.9159379082884936,2.4662668122821376,-23.70610237121582,-4.250055861473084,-1.7570918798446655,1.674043357372278,31.779638290405273,31.779638290405273,18.0,0.40779338468509285,15.0,0.33982782057091077,-9.600000381469727,44.29999923706055,-1.6266692876815796,30.749170303344727,4414,True,18,-1.6858446243056724,2.4125366591774804,0.9466896942799745,0.1978735755348675,0.4675938649268878,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.36810157287518
2024,A628,ANGRA DOS REIS,RJ,SE,-22.97555554,-44.30333333,6.0,-23.0,-44.25,18795,6.098670959863512,0.7562613843351548,6643,276.7916666666667,24.409318083832463,22.619857484024187,-1.7894605950264555,2.0496320072013576,2.5707051157395755,0.9047250784319464,1.8457704141688742,-9.239312171936035,-5.03612756729126,-1.6270992755889893,1.020620477199553,4.407031536102295,9.239312171936035,0.0,0.0,0.0,0.0,11.100000381469727,38.29999923706055,12.331445693969727,32.613670349121094,6643,True,9,-2.078376629070624,2.7662487122701123,0.9075848012197544,0.28891603404416855,-0.19554359653053677,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.36016571076603
2008,A861,RIO DO CAMPO,SC,S,-26.93749999,-50.14638888,592.0,-27.0,-50.25,21347,12.398940242780794,0.7732884399551067,5512,229.66666666666666,17.41424164808043,15.633160172778158,-1.7810814815655511,2.1913392231306714,2.562547151472043,0.9408250082890554,1.8425559939140241,-8.9794921875,-4.494361734390258,-1.9712154269218445,1.6045780658721915,6.871875286102295,8.9794921875,0.0,0.0,0.0,0.0,-1.5,33.20000076293945,-2.1839356422424316,29.412012100219727,5512,True,18,-1.6858446243056724,2.4125366591774804,0.9466896942799745,-0.09523685725987874,0.15001049229456243,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.3436286330376
2023,A440,JACOBINA,BA,NE,-11.205,-40.465,440.78,-11.25,-40.5,11243,6.293641602399378,0.3299086757990868,2890,120.41666666666667,26.893287189774036,25.115033153019148,-1.7782540443781176,2.2770928939707127,2.5477618169572076,0.928577619322206,1.8248438557306441,-6.129394054412842,-4.122697353363037,-2.143481135368347,2.1710550427436806,8.68110179901123,8.68110179901123,0.0,0.0,0.0,0.0,14.399999618530273,39.599998474121094,16.69040870666504,36.581932067871094,2890,True,16,-1.8785374209831311,2.71313247211076,0.9102261934194212,0.10028337660501352,-0.16537065515355254,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.32601586133532
2021,A728,TAUBATE,SP,SE,-23.04166666,-45.52083332,582.26,-23.0,-45.5,18790,5.100159544265478,0.1554794520547945,1362,56.75,24.43693099673099,22.562219888628317,-1.8747110966163607,2.068794288850292,2.4460428453138,0.9234349960855549,1.5717498868717044,-8.409960746765137,-4.4959567308425905,-1.8547847270965576,0.6412967920303356,4.252099990844727,8.409960746765137,0.0,0.0,0.0,0.0,17.0,35.099998474121094,15.464014053344727,31.620508193969727,1362,True,20,-1.6820617039339156,2.40330390051385,0.9485304312452921,-0.19264939268244508,0.04273894479995022,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.32075394193016
2016,A426,GUANAMBI,BA,NE,-14.20805555,-42.74944444,882.0,-14.25,-42.75,13166,4.664400862663041,0.7215391621129326,6338,264.0833333333333,27.069548741392097,25.113732020160533,-1.955816733413087,2.0815076368823053,2.3583803320694012,0.9447099411210235,1.3179577987266498,-7.565060138702393,-4.104321217536926,-1.9555171728134155,0.15171425417065595,6.633445739746094,7.565060138702393,0.0,0.0,0.0,0.0,16.899999618530273,38.900001525878906,14.344690322875977,36.887840270996094,6338,True,18,-1.9172631908373026,2.3021434612378413,0.9551937193694324,-0.03855354257578436,0.056236870831559926,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.31419706548249
2024,A013,ARAGARCAS,GO,CO,-15.90277777,-52.24527777,327.35,-16.0,-52.25,14255,10.822416282896189,0.3514344262295082,3087,128.625,28.431940384578425,26.76751249540111,-1.6644278989747592,2.198015963570295,2.646822627692618,0.9201455625127118,2.0583299617807858,-10.768896102905273,-4.852489948272705,-1.7701168060302734,1.8336136698722836,10.46552562713623,10.768896102905273,2.0,0.06478781988986071,0.0,0.0,14.399999618530273,42.79999923706055,13.495309829711914,40.714988708496094,3087,True,19,-0.7239917739420857,2.144849971190361,0.924824340852902,-0.9404361250326735,0.5019726565022573,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.31125052666738
2011,A611,VALENCA,RJ,SE,-22.35,-43.7,367.0,-22.25,-43.75,18314,12.251675438209382,0.7452054794520548,6528,272.0,23.33990501700079,21.434396399221583,-1.9055086261172012,2.0813712166170673,2.3932918864756525,0.9484880770503924,1.4481727081257803,-8.312353134155273,-4.132135915756225,-1.9756343960762024,0.5767740786075581,7.200928211212158,8.312353134155273,0.0,0.0,0.0,0.0,9.5,37.599998474121094,7.843560695648193,33.756736755371094,6528,True,20,-1.6930900669566245,2.2465834561787874,0.9523657402242741,-0.21241855916057673,0.1467084302968651,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.29880051259285
2025,A013,ARAGARCAS,GO,CO,-15.90277777,-52.24527777,327.35,-16.0,-52.25,14255,10.822416282896189,0.1777397260273972,1557,64.875,28.021387288872063,26.244401707584917,-1.776985576604813,2.0816896685429622,2.510492143882921,0.8951278971207204,1.7739543975362677,-8.540477752685547,-4.564140129089355,-1.7850093841552734,0.9795609235763522,6.088135242462158,8.540477752685547,0.0,0.0,0.0,0.0,21.700000762939453,37.79999923706055,20.447900772094727,35.208885192871094,1557,True,19,-0.7239917739420857,2.144849971190361,0.924824340852902,-1.0529938026627272,0.36564217269256005,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.28747772048774
2021,A226,BRAGANCA,PA,N,-1.04722221,-46.78583333,41.0,-1.0,-46.75,4617,6.591115747118741,0.4242009132420091,3716,154.83333333333334,28.048304607075178,26.550577356689583,-1.4977272696964616,1.9646281893732642,2.7318831462316933,0.8377464888509109,2.285039094694724,-19.536474227905273,-5.196911096572876,-0.9997799098491669,1.332711398601532,5.404736518859863,19.536474227905273,20.0,0.5382131324004306,0.0,0.0,21.899999618530273,45.0,23.110742568969727,30.982324600219727,3716,True,18,-0.9851606917176121,1.9249762296489081,0.9026050840924758,-0.5125665779788495,0.8069069165827851,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.22961041592815
2015,A932,GUIRATINGA,MT,CO,-16.34166666,-53.76611111,526.0,-16.25,-53.75,14410,10.336901459509514,0.7495433789954338,6566,273.5833333333333,27.293466354338744,25.592425008826673,-1.7010413328344858,2.1199294219997276,2.528271313028816,0.925250022429046,1.8706007418534205,-9.073290824890137,-4.423717021942139,-1.853882372379303,1.4259990453720093,7.529541492462158,9.073290824890137,0.0,0.0,0.0,0.0,15.800000190734863,41.400001525878906,14.742029190063477,36.938133239746094,6566,True,18,-1.6941495856494764,2.4281746754096742,0.9285099266330299,-0.0068917471850094,0.10009663761914167,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.2293126458633
2019,A744,BRAGANCA PAULISTA,SP,SE,-23.951972,-46.530472,891.0,-24.0,-46.5,19430,6.172987044679813,0.7428082191780822,6507,271.125,21.64047948508397,23.026508009743356,1.3860285246745612,2.402134422518557,2.842895432648937,0.8685199662525317,2.4823227708377282,-8.451022148132324,-3.3267086505889893,1.8597660064697266,4.692632150650025,13.910886764526367,13.910886764526367,5.0,0.0768403258029814,0.0,0.0,5.5,35.29999923706055,10.031885147094727,36.757713317871094,6507,True,9,-1.3846242993337443,2.0672823460169845,0.9586865097376464,2.7706528240083053,0.7756130866319526,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.22892395732349
2016,A120,AUTAZES,AM,N,-2.05638888,-60.02555554,78.0,-2.0,-60.0,5208,6.883301806331614,0.6070127504553734,5332,222.16666666666666,28.022018000494693,26.317128571011658,-1.7048894322929242,2.0175678790344396,2.5186998861022345,0.8696416048742298,1.854142900965971,-7.892919540405273,-4.74324893951416,-1.536716878414154,1.0543576598167417,6.177685737609863,7.892919540405273,0.0,0.0,0.0,0.0,21.799999237060547,37.20000076293945,22.000879287719727,34.982566833496094,5332,True,17,-1.3110787688886194,2.21635380361124,0.8582440253540694,-0.3938106634043048,0.3023460824909945,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.22358931839517
2024,A358,JAGUARIBE,CE,NE,-5.90555555,-38.62777777,149.31,-6.0,-38.75,7869,17.11730991206742,0.5884562841530054,5169,215.375,31.92683301937836,30.12824940031099,-1.7985836432009699,2.062770614367061,2.419704151021539,0.9265165782187362,1.618818098309168,-8.858691215515137,-4.168749618530273,-1.9445797204971313,0.9687210917472815,6.760594367980957,8.858691215515137,0.0,0.0,0.0,0.0,21.600000381469727,40.599998474121094,21.164697647094727,38.109764099121094,5169,True,17,-1.7148635162977313,2.256498393052784,0.947128155482649,-0.0837201269032386,0.16320575796875492,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.2182877942225
2018,A055,LAGOA DA CONFUSAO,TO,N,-10.80833333,-49.84777777,178.0,-10.75,-49.75,10884,12.49590383044645,0.7530821917808219,6597,274.875,26.61280886187632,27.942719512877,1.3299106603188264,2.096407479246502,2.8866483780780166,0.8779349960893189,2.562239577869874,-7.975585460662842,-1.9777535200119019,0.6967288851737976,6.21298484802246,9.79819393157959,9.79819393157959,0.0,0.0,0.0,0.0,14.5,39.400001525878906,18.7882022857666,38.902732849121094,6597,True,10,1.0699985954235056,2.704496777882808,0.8951341874066645,0.2599120648953208,0.18215160019520837,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.21655903839685
2001,A601,ECOLOGIA AGRICOLA,RJ,SE,-22.8,-43.68333333,33.0,-22.75,-43.75,18636,8.810703090067518,0.7760273972602739,6798,283.25,24.923359816338813,23.256245720277782,-1.667114091421269,2.0693075616009535,2.5348435978468764,0.9167254092227055,1.9096332393384456,-8.120800018310547,-4.66500678062439,-1.5816402435302734,1.4228006541728957,7.280447959899902,8.120800018310547,0.0,0.0,0.0,0.0,11.699999809265137,37.900001525878906,13.474817276000977,33.305076599121094,6798,True,26,-1.6494358694489584,2.465682798866861,0.9245325831137603,-0.017678221972310615,0.06916079898001559,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.20195768926814
2010,A601,ECOLOGIA AGRICOLA,RJ,SE,-22.8,-43.68333333,33.0,-22.75,-43.75,18636,8.810703090067518,0.7646118721461187,6698,279.0833333333333,23.13726485441179,21.427321727612583,-1.7099431280505497,1.9922507779543204,2.466504127409768,0.917459498941038,1.7776976467261658,-8.282519340515137,-4.639274048805237,-1.5555766820907593,1.0064700603485095,7.545701503753662,8.282519340515137,0.0,0.0,0.0,0.0,10.5,38.20000076293945,11.931787490844727,34.678611755371094,6698,True,26,-1.6494358694489584,2.465682798866861,0.9245325831137603,-0.06050725860159134,0.0008213285429072847,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.17644725546032
2025,A111,LABREA,AM,N,-7.26055555,-64.7886111,61.91,-7.25,-64.75,8570,4.417761446625441,0.0939497716894977,823,34.291666666666664,29.264641510324953,27.627170667034164,-1.637470889217554,2.0655399996239607,2.5353349366860938,0.7065516011979511,1.9367938069620314,-8.108447074890137,-4.8193989276885985,-1.6275386810302734,1.5301224112510678,5.194531440734863,8.108447074890137,0.0,0.0,0.0,0.0,21.700000762939453,35.0,22.076807022094727,32.907615661621094,823,True,18,-0.6479262238454804,1.905557248738814,0.8765199387299448,-0.9895446653720736,0.6297776879472798,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.17280582590365
2017,S105,DTCEA TABATINGA,AM,N,-4.25055555,-69.93499999,,-4.25,-70.0,6617,7.208068656048832,0.0486301369863013,426,17.75,25.746009411946147,25.769651180141967,0.023641786403937496,1.8002561332624012,4.113587144058348,0.5182250897016142,4.118355796925371,-9.236376762390137,-3.6787838339805603,-0.15466270595788956,1.6833011507987976,27.848291397094727,27.848291397094727,11.0,2.5821596244131455,10.0,2.3474178403755865,0.0,34.29999923706055,22.610254287719727,31.124170303344727,426,True,1,0.023641786403937496,4.113587144058348,0.5182250897016142,0.0,0.0,False,True,False,False,False,False,False,1,True,cobertura_baixa,104.13722893046229
